A_CpG_ID	TCGA-2G-AAFE-01	TCGA-XE-AANV-01	TCGA-XE-AAOD-01	TCGA-2G-AAFH-01	TCGA-2G-AAHC-01	TCGA-2G-AAGM-01	TCGA-XE-AAO3-01	TCGA-2G-AALR-01	TCGA-SN-A84Y-01	TCGA-2G-AAGI-01	TCGA-ZM-AA05-01	TCGA-2G-AAF4-01	TCGA-VF-A8A9-01	TCGA-2G-AAG6-01	TCGA-2G-AAG7-01	TCGA-2G-AAG5-01	TCGA-SB-A6J6-01	TCGA-2G-AAFV-01	TCGA-2X-A9D6-01	TCGA-2G-AAF6-01	TCGA-2G-AAFY-01	TCGA-2G-AALY-01	TCGA-2G-AAH2-01	TCGA-YU-A90S-01	TCGA-2G-AAG0-01	TCGA-2G-AAGW-01	TCGA-2G-AALO-01	TCGA-2G-AAKG-01	TCGA-2G-AAGE-01	TCGA-VF-A8AC-01	TCGA-2G-AALG-01	TCGA-2G-AAGO-01	TCGA-2G-AAFO-01	TCGA-2G-AAH8-01	TCGA-2G-AAFI-01	TCGA-XE-AAOB-01	TCGA-XE-A8H4-01	TCGA-2G-AAGF-01	TCGA-2G-AAG3-01	TCGA-2G-AAKM-01	TCGA-YU-A912-01	TCGA-VF-A8AD-01	TCGA-2G-AAG8-01	TCGA-2G-AAGG-01	TCGA-2G-AAHA-01	TCGA-WZ-A7V5-01	TCGA-2G-AALN-01	TCGA-2G-AAH4-01	TCGA-XE-AANR-01	TCGA-4K-AA1I-01	TCGA-XE-AAOJ-01	TCGA-2G-AAM4-01	TCGA-2G-AAHP-01	TCGA-2G-AAHP-05	TCGA-XE-AAO4-01	TCGA-2G-AAGZ-01	TCGA-YU-A94I-01	TCGA-XE-A8H5-01	TCGA-2G-AAKL-01	TCGA-ZM-AA06-01	TCGA-2X-A9D5-01	TCGA-YU-AA61-01	TCGA-2G-AAEW-01	TCGA-XE-AAOF-01	TCGA-XY-A8S3-01	TCGA-2G-AAGC-01	TCGA-2G-AAG9-01	TCGA-4K-AA1H-01	TCGA-2G-AAGT-01	TCGA-XY-A8S2-01	TCGA-2G-AAL5-01	TCGA-2G-AAKG-05	TCGA-YU-A90W-01	TCGA-2G-AAGJ-01	TCGA-2G-AAFG-01	TCGA-ZM-AA0D-01	TCGA-W4-A7U3-01	TCGA-4K-AAAL-01	TCGA-SB-A76C-01	TCGA-2G-AAGV-01	TCGA-2G-AAM3-01	TCGA-SN-A6IS-01	TCGA-YU-A90Y-01	TCGA-2G-AALX-01	TCGA-WZ-A8D5-01	TCGA-2G-AAFM-01	TCGA-ZM-AA0H-01	TCGA-YU-A90P-01	TCGA-2G-AAGX-01	TCGA-WZ-A7V4-01	TCGA-2G-AAGS-01	TCGA-2G-AAF8-01	TCGA-VF-A8AA-01	TCGA-2G-AALZ-01	TCGA-2G-AAHL-01	TCGA-W4-A7U4-01	TCGA-2G-AAH0-01	TCGA-2G-AAHN-01	TCGA-2G-AAFZ-01	TCGA-2G-AAH3-01	TCGA-S6-A8JX-01	TCGA-2G-AAHG-01	TCGA-SO-A8JP-01	TCGA-2G-AAGP-01	TCGA-XE-A8H1-01	TCGA-2G-AAF1-01	TCGA-2G-AAFL-01	TCGA-XE-A9SE-01	TCGA-XE-AAOC-01	TCGA-YU-A94D-01	TCGA-2G-AAFN-01	TCGA-XY-A89B-01	TCGA-2G-AAM2-01	TCGA-2G-AALT-01	TCGA-2G-AAFJ-01	TCGA-S6-A8JW-01	TCGA-2G-AAGA-01	TCGA-2G-AALQ-01	TCGA-2G-AAKD-01	TCGA-X3-A8G4-01	TCGA-VF-A8A8-01	TCGA-W4-A7U2-01	TCGA-S6-A8JY-01	TCGA-2G-AAKO-05	TCGA-2G-AAKO-01	TCGA-2G-AAEX-01	TCGA-2G-AAGY-01	TCGA-2G-AAGY-05	TCGA-YU-AA4L-01	TCGA-2G-AAFG-05	TCGA-SN-A84X-01	TCGA-XE-AAO6-01	TCGA-2G-AAHT-01	TCGA-XY-A9T9-01	TCGA-YU-A90Q-01	TCGA-2G-AAGK-01	TCGA-2G-AAGN-01	TCGA-XE-AAOL-01	TCGA-2G-AALF-01	TCGA-XE-AANI-01	TCGA-2G-AALP-01	TCGA-VF-A8AE-01	TCGA-2G-AAKH-01	TCGA-ZM-AA0N-01	TCGA-2G-AALW-01	TCGA-4K-AA1G-01	TCGA-WZ-A7V3-01	TCGA-VF-A8AB-01	TCGA-2G-AALS-01	TCGA-ZM-AA0E-01	TCGA-ZM-AA0B-01	TCGA-SN-A84W-01	TCGA-ZM-AA0F-01	TCGA-2G-AAGI-05	TCGA-XE-AANJ-01	TCGA-2G-AAL7-01
cg16103996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16105080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16134501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16248160	0.360973160161559	0.427123584261247	0.779778944945833	0.643759448740572	0.79508637972514	0.687804238698127	0.448386452957208	0.796593123724685	0.845279031008086	0.898317486246616	0.587877432831048	0.522805681069642	0.813896430211031	0.831511834375968	0.922724890397478	0.842541563388156	0.4709735656795	0.463122130064399	0.499875309323408	0.529271700128846	0.849060511113465	0.808079603383019	0.744451180811582	0.736526692195636	0.801547975885314	0.894417892055981	0.664827474452342	0.734557077935993	0.798189066999471	0.535143372501157	0.739538969460353	0.720922194325096	0.749157676175184	0.261391421190665	0.704061565244009	0.752126606168883	0.547881857975715	0.849391843178032	0.635427940673934	0.849667479575377	0.28800060281214	0.641722544631586	0.702648889570332	0.834520698052279	0.444383558066073	0.55194724192961	0.80061436524213	0.718343032635807	0.902332714176614	0.622272011547803	0.673718454849662	0.930717463256866	0.237320816429777	0.515746384733621	0.465201645978013	0.854981757563449	0.522358405404926	0.298292162231349	0.833280495339718	0.433218459295029	0.518726594512752	0.696474390865851	0.457930871215887	0.507112495490724	0.774965292762849	0.769928543795598	0.387136481276442	0.737936598337648	0.394334727406683	0.785962689275287	0.747535179360367	0.814207939847322	0.364543195161653	0.850019810514833	0.542235629483479	0.598073553905536	0.704415190551649	0.50217556776057	0.412703614443115	0.810571574772094	0.83199050896048	0.450972647524631	0.796530908981871	0.827781304084164	0.499740659110384	0.847290294023262	0.529184928974705	0.834400111623559	0.750868689172186	0.569615470177398	0.733033817020903	0.586447503067349	0.549618445791363	0.733741496008061	0.328581328027587	0.830221316507845	0.650388788431244	0.552333728362231	0.864580999635111	0.410380185669354	0.180877065054193	0.345244328293172	0.299561527878243	0.79719034632032	0.852373832934572	0.606628469333296	0.795610402978594	0.59155826916114	0.891578241207065	0.599578274726092	0.777757742884932	0.489716679941591	0.948139286280627	0.826841143536173	0.783639793977623	0.294932311159892	0.839925729544881	0.735023175172272	0.864281195109428	0.841655286084302	0.865328016413327	0.564253218112053	0.360671995251468	0.593323087132502	0.623092463854331	0.491633998374988	0.616363214705238	0.257089873955665	0.417083348988992	0.59908361000111	0.661103282240655	0.531726050734372	0.420673923052455	0.517990789475689	0.216058678454825	0.802593242549533	0.717113507672506	0.153316876997517	0.265826204421716	0.682484630030153	0.803156920799344	0.688166269538302	0.714665120838079	0.63113395253931	0.737040414320007	0.42369504958508	0.42117211507838	0.659375379659437	0.779505084769585	0.560010268833444	0.564393833341918	0.881471655641738	0.66574443714438	0.549989147000893	0.533927042794213	0.741427356793205
cg16287042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16297530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16315980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16320398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16333561	0.393829842638613	0.424839210923578	0.730192681701623	0.488487729354912	0.820963645853448	0.882353190047174	0.240316594845011	0.917151642196694	0.428761365940033	0.878088350473168	0.547763815078513	0.483555257771157	0.47737118291097	0.919026771065562	0.64201917016675	0.942817550209242	0.466345715480437	0.893188912924362	0.456103365270465	0.631305970722365	0.597597453332998	0.800119499012026	0.701321500928211	0.749438033983318	0.555304349610201	0.254391771833356	0.834568805440623	0.611447180227428	0.453655978889679	0.469693502292628	0.849409177985686	0.373434921021165	0.581982902391852	0.239939664772018	0.586948060814353	0.787783991119149	0.548165829211452	0.510571461452842	0.606222889926257	0.3790070752076	0.326337145869524	0.445253295799893	0.392002959114584	0.844535435154963	0.425135473322543	0.48508603578942	0.797840979161236	0.928339636880676	0.665252385335486	0.473823915694722	0.880003150370108	0.878965589685384	0.220883406341709	0.475720488905204	0.414545596821706	0.702751834626748	0.861025678019489	0.26990620771492	0.316594327495147	0.436183487563134	0.455280129084503	0.766558075431665	0.424817893317872	0.531623516186981	0.622746524551613	0.582734348808446	0.368865280047214	0.706416379009295	0.815552654688947	0.457685271417706	0.937768104627566	0.62565398408738	0.367981399643866	0.460576665192287	0.443024315965757	0.553064696519152	0.891938951902962	0.451400561825892	0.425172465082137	0.876493646127627	0.852813369637826	0.412889641075775	0.692783401747304	0.922097148255974	0.450061574502543	0.672308864120402	0.501862459842951	0.41884368830508	0.875688044971287	0.531276085157897	0.852082716945664	0.456157702139397	0.467153960351406	0.90927086756966	0.333611906600606	0.372420803187294	0.412187283711423	0.504647437827819	0.825038294253008	0.578988086251338	0.172316273560489	0.447437135480094	0.660425555107265	0.821922214926058	0.519071341830343	0.575361880425817	0.581185739857836	0.547707101914934	0.954975869332465	0.937957790807334	0.483097411194592	0.515534391478542	0.797463365404313	0.837948268292347	0.909375512263932	0.278226735769839	0.376858550097727	0.916329879268433	0.454829593857887	0.733679504961857	0.432191552187613	0.552467162426264	0.305811284334137	0.631380996434205	0.624805133809712	0.447974170337563	0.881288458559688	0.262252414218317	0.619080245063532	0.548063911648051	0.585109054694663	0.491292763316911	0.397499151571473	0.435401956216709	0.248100510469949	0.545285120277751	0.386090002392093	0.209801944508916	0.878323644564493	0.831538487754952	0.666680385765637	0.561100516680821	0.400529449086761	0.417752900141246	0.854968026337149	0.307428512851523	0.480672714552735	0.614910956445522	0.741333969003856	0.509749746100879	0.411140431339383	0.936703605811573	0.614694278369349	0.522609798720386	0.373681711569441	0.36238503944012
cg16356630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16359517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16362587	0.503270909099422	0.526238429005721	0.851415902379724	0.933743432039616	0.867810878173787	0.940320570037677	0.767986588666195	0.910345475181688	0.877161572043301	0.925446343591282	0.581837207530459	0.785306539353404	0.91029341573753	0.966289916412725	0.859501994430473	0.967269704371425	0.940610038613841	0.948786584786333	0.578773077667018	0.824887329368396	0.886633129614998	0.908042612083008	0.922876846547628	0.781147538336279	0.871155556793746	0.900546419584509	0.962180117272483	0.8637484103048	0.840201051487105	0.53708677934528	0.943688326817385	0.743978418482253	0.845436448334313	0.28108683295282	0.785970660025803	0.932206574811075	0.644031882900817	0.857021329640907	0.763399415433214	0.779047461509997	0.40672578449173	0.739431965064101	0.811359308928833	0.955917616109312	0.543997836411635	0.605863307373271	0.918883595034269	0.926442246704834	0.948576511673743	0.665192312537374	0.960804959829072	0.929304122481842	0.922308389359452	0.516011701598448	0.477847206561207	0.919607918985644	0.942434012599353	0.615000551739865	0.806147747227979	0.638076026063654	0.573977378390585	0.885972752795073	0.501505946345316	0.590539251362004	0.84438425459013	0.878988804882167	0.476002416515863	0.749625648547078	0.926923593140364	0.796274347309318	0.933843991736908	0.930682229967727	0.827750355869534	0.85249501125015	0.728075158200212	0.629532480853955	0.926137789930092	0.512147590954294	0.655652141175583	0.951863365625055	0.896519059438822	0.760758815348708	0.879750083883469	0.926761702597223	0.574145443043264	0.85881025144525	0.582019279521986	0.880581368275872	0.927893068505457	0.559933429182921	0.91779122397633	0.656339970658917	0.560795161844419	0.937308151133567	0.428155182560128	0.81327197025045	0.917011694464248	0.545209178586974	0.950761546086027	0.859596217271013	0.580413752603913	0.784697684502774	0.647835904126571	0.944290277894225	0.834268476621769	0.643092213454872	0.856559013349092	0.883318676223062	0.931470406706369	0.91624241392371	0.836250586667953	0.549789182222111	0.896175978433994	0.94396555094091	0.955723709698292	0.378955989747823	0.812421679606703	0.927117980564971	0.86646611539161	0.880180168844728	0.892058842309423	0.885331739321248	0.792048744153388	0.673655256510093	0.698777115550365	0.766007446923774	0.919744857191123	0.868653439418381	0.923982249240778	0.806438097967969	0.799287485407066	0.598192386721058	0.471760442960365	0.920572807440478	0.279865263900209	0.859957179900363	0.792255291069079	0.27009439440134	0.949543646117508	0.93902426345942	0.883374173352423	0.864448721224715	0.68594233886604	0.920070411200456	0.920563584679209	0.429595381745838	0.500896810700023	0.872292612893924	0.885716486021768	0.667972113219812	0.909125651027827	0.933250676629352	0.772174616544906	0.592775773782771	0.753012471114113	0.806109782018488
cg16376484	0.397824803988614	0.321313347104267	0.515642645465085	0.370892247329086	0.54622027990348	0.618289780345941	0.194685792876294	0.649353677605588	0.29989746921583	0.645415530867014	0.521059970168818	0.347454596815296	0.4054313683853	0.670340654761459	0.37656788996552	0.529292143125837	0.4164158745293	0.29888788835604	0.490819891005788	0.361606768903729	0.439841104731338	0.45475894128118	0.492341117345681	0.689054904964227	0.393844977639663	0.252831794259808	0.385366436843855	0.509707000421673	0.326782246553956	0.431489936461852	0.470625278287927	0.303678046920204	0.43023964363609	0.17758397284106	0.405219583261415	0.547333092317747	0.425174199381858	0.364392194429515	0.492413405780494	0.306051708752144	0.289262278070098	0.389429159970846	0.326824461853599	0.444116864504517	0.452669862313368	0.447656665786039	0.525587987844577	0.459968988636024	0.286804303862641	0.531535734488852	0.680594784760598	0.392433487045289	0.182901701031723	0.400363291114543	0.372500363556765	0.450914269873552	0.314285459660692	0.219721108772599	0.329238244434725	0.338599002764666	0.386284807350079	0.449188552627414	0.384592074459306	0.492530549372943	0.48460922798274	0.488933976883068	0.287920820695492	0.621665805536427	0.262151364772023	0.347992323761932	0.439490175187907	0.582480714374953	0.323233809530254	0.358080744256049	0.366656162602064	0.515992112090729	0.326614827365558	0.280996943441904	0.298716036774885	0.532553820714326	0.57139776387497	0.31975827066314	0.47117015321054	0.5901028353391	0.324878156645938	0.432145650256044	0.451302354092951	0.328222586209772	0.598966936311646	0.495236742213155	0.378330950137228	0.310666587241436	0.469165546990534	0.711787503699501	0.339336516619662	0.275707218680006	0.333322299437037	0.506121878877347	0.621918284166664	0.278317511808346	0.117981496545954	0.221095608637713	0.227666214116553	0.538752264599291	0.284274024892407	0.563578385260978	0.416776966707654	0.314521744843623	0.651776752177203	0.696822217093073	0.289212590556098	0.426215217683685	0.287104916953448	0.590481082842809	0.692634869192695	0.260927002662924	0.273048410102792	0.540002975626486	0.275375022993509	0.458739106468919	0.311948360168708	0.345389787523356	0.245019485234012	0.502322340834837	0.577794063924939	0.297740284811724	0.504200940839481	0.266728586906632	0.188340678788623	0.48230062464863	0.437036812716465	0.307153571187079	0.368517649875255	0.359428130084308	0.254983928642992	0.413264449880704	0.349721589826692	0.104418646445918	0.248015613835149	0.616958651143207	0.295918034492126	0.569646892790168	0.339332853272787	0.42842022952897	0.457523942633249	0.314439123928101	0.313303383048232	0.396179693092412	0.49349769326792	0.475327325457032	0.357311215138999	0.654721801088071	0.557647211415584	0.44952740748274	0.239468224184567	0.343186720694815
cg16393125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16395183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16414691	0.500337761921262	0.555364921526503	0.803314527306074	0.611743396916935	0.735475343768156	0.780539268141146	0.446598571321078	0.799362784785826	0.863785853797351	0.489980012442574	0.677554749068327	0.546893767490426	0.656025825881986	0.824987249764827	0.849204462431035	0.733389560661796	0.60629859784152	0.7784060082747	0.603879606978031	0.555765822437654	0.818576891922574	0.793640818236605	0.581325999530277	0.850274165732067	0.852017518152109	0.920328268128971	0.775019788838573	0.667318886704727	0.816394819597296	0.716626992672061	0.528236794383224	0.818704224375679	0.679063064213704	0.313005905322176	0.610595730356349	0.74284629472205	0.685532585385998	0.708899578608832	0.716925122891634	0.808751814501972	0.557198748094758	0.685152424174034	0.64171629940664	0.810811250855331	0.621420911033627	0.525975919238324	0.777800665677264	0.667520154303232	0.765779186561157	0.846655166202655	0.704900203131753	0.905110395679121	0.247880582881586	0.623380183558274	0.678045073196173	0.755544612138295	0.722944493859533	0.434141798750647	0.859536106560981	0.517744641253235	0.495789384802424	0.719987953282077	0.498528652087184	0.590545751835683	0.740104402777654	0.651860739645997	0.528442397433863	0.792646705364248	0.694823854048149	0.82628500409474	0.873354328185062	0.821678105342203	0.422192805146519	0.872738705638038	0.63929352623828	0.701247728513155	0.865885709053406	0.550481288916604	0.346007041422506	0.843307811335462	0.697556641488252	0.440961024829717	0.698606977188544	0.747349384192114	0.526041877264133	0.825225134017821	0.654713512041527	0.827168097131378	0.713058788178527	0.768737528832314	0.630831327852053	0.754548653299779	0.611172437592199	0.584236628127932	0.532090296288394	0.8027030203069	0.616712310927334	0.664878713620717	0.764948712726529	0.694370041011033	0.119075602929948	0.473214833975698	0.200805278529868	0.763214341238235	0.836111869496072	0.732347662631691	0.800461968063304	0.564511034054146	0.880493715266422	0.773330340600761	0.840003546225032	0.665482227952235	0.894996188218866	0.613153496524376	0.671269754012874	0.366508997283109	0.799606843999621	0.794654418727743	0.858463928423005	0.510816038115926	0.832929888364214	0.488521584552838	0.360585256890394	0.811847326890331	0.709261514540185	0.51864455294654	0.827804775388144	0.312074595332142	0.68393558364934	0.692166153671873	0.686440449428448	0.637450902958744	0.557717670620949	0.672199421434556	0.167604360824659	0.760225390259045	0.679850278435202	0.178087147949843	0.636477631741777	0.847460837212518	0.657642758558409	0.687623327009789	0.784390821433725	0.682164931501632	0.715880607915545	0.415457184344955	0.475752269562874	0.741723444518974	0.818448649835511	0.672966136814553	0.567249971510544	0.723001111443154	0.721097366391868	0.624783555055498	0.520899998316181	0.763905473559758
