A_CpG_ID	TCGA-5X-AA5U-01A	TCGA-13-A5FU-01A	TCGA-59-A5PD-01A	TCGA-VG-A8LO-01A	TCGA-29-A5NZ-01A	TCGA-13-A5FT-01A	TCGA-WR-A838-01A	TCGA-OY-A56Q-01A	TCGA-3P-A9WA-01A	TCGA-OY-A56P-01A
cg05987389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06021910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06022832	0.935561303327254	0.948601467098625	0.910707444890594	0.93903323344288	0.9551402757487	0.953011680514351	0.962205344764302	0.94494104858674	0.949485431709189	0.941245450303452
cg06031526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06073147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06073550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06082293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06113303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06151505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06211041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06215556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06281205	0.936388520246296	0.948144250987671	0.957896004246305	0.945920407081893	0.956820654680244	0.937381745036491	0.934689837792067	0.956361662949246	0.948989500798481	0.957796763881528
cg06336871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06354953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06364539	0.977831754232689	0.933272038345858	0.446453571897468	0.953908099760947	0.516688335630334	0.95656796593393	0.978540225919818	0.948736385460579	0.969607347059764	0.970939444466131
cg06396309	0.820942094002948	0.853390693941125	0.542826765063396	0.735718594944316	0.657142514415928	0.551986153639828	0.811873470681003	0.841320058640649	0.558563931724728	0.880059161903245
cg06438727	0.492347398619036	0.781879265340703	0.384328086946959	0.938342011700747	0.917711849586223	0.564495463362058	0.665575149058923	0.937614891127804	0.217035896983253	0.932920624903582
cg06440169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06442472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06450446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06455125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06484274	0.796310266265559	0.200611028123104	0.348336259257811	0.177884023369088	0.828836548917677	0.120611792413548	0.924441960197657	0.929431641427807	0.289684974654054	0.739197778267063
cg06485995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06516543	0.963520788559614	0.939181575882322	0.925563876081094	NA	NA	0.924594348419406	0.935881180426414	0.898746337223353	NA	NA
cg06576765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06577450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06613547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06631184	0.956713093015807	0.943897578417993	0.648017578477227	0.64474193126689	0.851917240037321	0.686985784435955	0.914414093205252	0.957913796547668	0.181006976705807	0.868902282459962
cg06643622	0.9210461881476	0.746352982647622	0.897208237023647	0.942225759811926	0.749105720652914	0.926828410292675	0.940456279116831	0.953309491087107	0.865278029878134	0.901452745692334
cg06655570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06659269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06659867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06662976	0.0397051270987522	0.0518415285940458	0.0522945999547982	0.0602513508983645	0.0467558766221595	0.0377227717571097	0.0305222063899403	0.0408475049067369	0.699019474867482	0.0443752712973071
cg06674392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06679649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06686174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06692606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06728577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06784187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06808021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06868034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06868413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06868699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06921605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06934003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06944489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06949017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06960940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06962373	0.802718585202451	0.471231721878861	0.347191237221114	0.666342764604828	0.509369593536751	0.338969558440609	0.841514384049612	0.777627953193851	0.262695673299222	0.79654043239371
cg06970454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06977264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06995113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06999653	0.928404337359531	0.934320127072895	0.890715072679959	0.918470372851409	0.945126321446919	0.85058683615364	0.72969341588466	0.811550662453275	0.233961524603242	0.945784889413387
cg07005246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07021678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07088430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07165120	0.963517143708788	0.959067143441243	0.948383757808072	0.954609864708869	0.949489624428836	0.950885871608214	0.965411195337899	0.961911867146199	0.956593302140059	0.953481943486917
cg07170752	0.828372158516367	0.671684931516236	0.779226105339142	0.644836309772354	0.7996819991288	0.70418942013904	0.862802316210565	0.93784856160601	0.69621629969442	0.856283822586659
cg07221511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07228905	0.945010272053482	0.741391666150872	0.738502951069276	0.919836856334608	0.910206269737262	0.886789291372645	0.946418983001033	0.945748604771469	0.822025724773966	0.952022548348029
cg07242196	0.973619021751073	0.974655036226466	0.964243393764216	0.964940470237009	0.973539931805144	0.962798030204195	0.982477093415123	0.985345139403666	0.97091730160941	0.982568541583206
cg07244523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07252846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07277465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07283015	0.761158446810973	0.928989307534613	0.707880252749753	0.947193379998333	0.368182836294925	0.645122795871781	0.95132470980459	0.601148245450951	0.923620328841267	0.89832486627683
cg07372195	0.94358875361427	0.941864205957971	0.943171518141857	0.914102983720124	0.945076841216483	0.945041535466996	0.935634648790308	0.942674322314447	0.935251029567411	0.92457917672625
cg07378405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07421068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07427559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07508429	0.892795193371364	0.899946132296209	0.895308143921524	0.884682485919856	0.897623103344449	0.910906123293162	0.865330634891517	0.911064013905149	0.707515667230549	0.864694459424739
cg07516965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07532159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07559427	0.80527138116348	0.829294377109373	0.525506676521175	0.952326894549562	0.241801617639519	0.584440399930599	0.147464267392311	0.384730669457643	0.513000021528301	0.912033044706361
cg07590638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07612889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07633119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07645858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07672509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07690202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07752079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07752596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07756562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07757454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07810671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07841357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07855322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07856387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07902406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07912810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07922521	0.931894219388583	0.940809463959665	0.895614397943059	0.963686066326618	0.92683708147167	0.953018575081056	0.964268204364436	0.871921254682618	0.955736078248228	0.951901236176759
cg07989373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg07997387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08005007	0.642876584594051	0.651245572836441	0.589116004105156	0.661494180607575	0.580396627297293	0.582846030139282	0.593998842838058	0.624398645399646	0.543046229449465	0.690176740524126
cg08027643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08075677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08082390	0.947933630581927	0.898113935512534	0.849818793956327	0.905245420367748	0.936448786632128	0.298810119199696	0.932043731548555	0.812523663850742	0.190713187956911	0.944599899510539
cg08096684	0.441103584624533	0.961019345666032	0.354921633863859	0.277263141495014	0.42199799749904	0.451319488644243	0.498800202975652	0.361202961249734	0.423179959795294	0.955150438653159
cg08123100	0.917311204640839	0.744050496757101	NA	0.869192396228091	0.916043714405331	0.775695361657126	0.934918137412107	0.815265203507382	0.799834346079115	0.89959566621801
cg08158805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08170119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08177743	0.933495979892661	0.934437612324014	0.888836632256469	0.921756023218643	0.962822213261937	0.904594451611432	0.93974796837431	0.942138666655822	0.920961134864316	0.949834596794436
cg08222555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08237400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08254315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08278002	0.935565096300796	NA	0.200746150516579	0.213006807723759	0.163158446173259	0.263347123381997	0.140917703007897	0.04338539724149	0.0831458355434022	0.869083191229076
cg08338237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08356248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08371086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08373323	0.924595662861366	0.926383355435597	0.791631270993317	0.938374499934653	0.930413705918396	0.907830903888313	0.894424442276426	0.938198833391802	0.358909996827517	0.934269938391096
cg08454110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08458655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08488494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08509032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08547427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08593037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08596858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08670672	0.904347548008262	0.928842374257786	0.879904510810428	0.93390506095826	0.930696453323421	0.933768311859121	0.911436338230851	0.90343808973973	0.905963307604998	0.91027352954439
cg08694858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08714076	0.929608712838069	0.401655305756413	0.67913367245049	0.465103391752129	0.176800402958088	0.299457230224623	0.385382878675288	0.147248230804559	0.220955944131212	0.948021219702241
cg08773876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08786064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08789741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08796647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08804555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08829007	0.574659114620176	0.35088728523678	0.159275039064904	0.826710162688847	0.685734008935685	0.223980799476943	0.781996147771835	0.226804424052458	0.112870518656642	0.912539593739686
cg08849542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08852035	0.928370414809531	0.865072105316703	0.745302706910302	0.900493430417955	0.937049555157562	0.897111308061378	0.915242680497242	0.933153744700398	0.860197596935473	0.910934237997438
cg08859406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08877035	0.0566522747223357	0.081809913319093	0.0753809413004307	0.0561671327517306	0.0665303946184491	0.0571165449691228	0.0635511285994262	0.0569049617510118	0.0622766707900562	0.125404270912287
cg08885316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08897010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08900656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08919528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08941098	0.821611212675802	NA	NA	0.847662830987723	NA	NA	0.881700201413331	0.882316035105935	NA	0.849813225116941
cg08979870	0.955018660728647	0.938709786586969	0.907180523239283	0.903679211328457	0.933339372928618	0.626668765751607	0.950444246505311	0.953662485524444	0.940901462898347	0.940963739708771
cg08982952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08996709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09003326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09067990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09078643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09091110	0.954019287700514	0.958514682391335	0.953039681489917	0.942429117880597	0.945714090555751	0.948663990479169	0.961871895471036	0.946964811130878	0.910814726356815	0.955015191730133
cg09121480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09124018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09168272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09203382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09226290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09248887	0.319446191682607	0.308192051756729	0.183467330464087	0.648388976362833	0.152742688849291	0.291087676728285	0.290080537052327	0.399178111319167	0.21189818976132	0.258011688882239
cg09294660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09321430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09325695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09334541	0.923567441522622	0.797785756826431	0.491698385842221	0.783521665450026	0.940153638061053	0.918360176651949	0.732923302870949	0.937746892593616	0.159321403629695	0.905997830599624
cg09334636	0.942993460953185	0.661644014479279	0.550270330842595	0.473281260585823	0.938287438942299	0.865101353865492	0.362793956254078	0.952231957722497	0.792839391231549	0.934612344050634
cg09344219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09344229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09388113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09406715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09456493	0.819029734619238	0.755510289630046	0.538423117588659	0.789449418515732	0.599169359366363	0.771525980506792	0.466044732234917	0.87560259668904	0.817548315814827	0.84319051411348
cg09459740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09474625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09492074	0.695464283880837	0.47478903856804	0.26931091664633	0.517309735503517	0.579575138337848	0.568457844688468	0.53727726645917	0.191808337185936	0.827987494215609	0.713921442447414
cg09526343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09552983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09566453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09581201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09593727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09597666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09612912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09640135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09671131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09690215	0.165079272825026	0.420361318822984	0.162562082911605	0.0986511671751209	0.134482237586721	0.222245643140032	0.043300923012399	0.0552637171191789	0.15883629915242	0.121874756054061
cg09690561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09700327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09712756	0.725509336794368	0.887569068118513	0.5957744270245	0.899345403182049	0.880310894562249	0.806829779275725	0.738740534540153	0.891688554869602	0.931267929656668	0.5213535420871
cg09713269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09741902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09785516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09791009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09808196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09829842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09838962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09853646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09860935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09881716	0.752340026628905	0.767271096387617	0.438371719788729	0.607417713481471	0.472577132518539	0.52157394616263	0.640807029102633	0.646865018903621	0.537638184815565	0.853261507331857
cg09894096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09908014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg09921719	0.762937234980994	0.890381001716852	0.849006475675852	0.862972829033325	0.864696872217485	0.754345029816573	0.893834472614865	0.917739112187425	0.872210665089135	0.903087770502545
cg09991426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10054980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10090044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10101533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10113618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10131227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10174975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10188698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10188909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10202675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10208777	0.925187166072577	NA	0.828120962324899	0.846027599310748	0.898099674234881	NA	NA	0.904745541175569	NA	0.90362049391312
cg10213886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10223155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10241247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10266189	0.974808153258956	0.96003874056169	0.966557239196271	0.955041527541517	0.967920536707297	0.971563606787828	0.97006917594244	0.945990901251066	0.967303878854087	0.955879483036993
cg10295683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10304084	0.967131968923253	0.958061894193306	0.976628409836341	0.961867915193735	0.97287039416185	0.970819318625181	0.963597927460276	0.96955753447734	0.968612864535136	0.958263958580825
cg10317162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10346147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10369313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10369444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10375884	0.939593880538629	0.905815587560489	0.322180716348359	0.923389832705485	0.901008404660527	0.211023956231665	0.793445984867107	0.741041261744874	0.39654322262916	0.895697590350435
cg10390329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10515439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10531521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10533493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10617091	NA	0.888771188035589	NA	NA	0.928439437578865	NA	NA	0.863786525793912	NA	0.9127002680571
cg10635350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10635719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10677688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10681811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10747758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10751914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10759572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10778931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10800519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10817408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10839128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10840054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10840615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10846614	0.11536296263362	0.216567222814919	0.125224143925161	0.656777642757082	0.155413883657217	0.145122240175012	0.179420100989002	0.161190125585111	0.111637323667094	0.282331997705849
cg10867456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10930679	0.881591567950255	0.677047542972508	0.523095025009434	0.329494939332388	0.856543434040871	0.629955823622431	0.936586867107427	0.597863389477355	0.227165459967376	0.863094247886246
cg10932815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10945028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10959344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10998505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11047457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11089276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11122456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11131508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11135347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11136406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11137761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11163362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11165316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11166888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11205224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11212329	0.861740053575126	0.172131404555417	0.643401952884254	0.809705118249469	0.72448201707816	0.716079019509446	0.590577127944796	0.723974116451952	0.156798449515521	0.805415945330176
cg11231740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11239335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11248957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11332701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11333436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11335419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11343941	0.906935748479476	0.958196573580504	0.889650053925056	0.941090101985814	0.471285910900298	0.834491821784187	0.961234884696783	0.638948729048542	0.924595008051017	0.932855939432519
cg11345718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11359737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11363234	0.904798892330816	0.849582868806179	0.803369260417424	0.803830253448613	0.900695561412466	0.61517672527186	0.937594634347188	0.925141088580284	0.913361836715905	0.955902007257894
cg11380503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11427900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11429177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11445797	0.236211320739179	0.93653297980987	0.257680052914168	0.886266792989709	0.673531169236003	0.150945426124833	0.899395297282804	0.333780154961007	0.416028761234756	0.889031002930718
cg11451315	0.966363924756333	0.811539180391777	0.459377914198187	0.95134262592492	0.512313435226396	0.333025042235	0.961321034568426	0.692032347070695	0.208387184734507	0.960547784724246
cg11521212	0.894148172095837	NA	NA	0.882083642142102	0.869615717540586	0.843335905899427	0.902878649792992	NA	NA	0.857853329163145
cg11546131	0.319659949417059	0.835432130388526	0.458202990214606	0.809835746876828	0.698310638123442	0.618691560462019	0.926519166686458	0.301154903962794	0.662097845057055	0.913144622353203
cg11549871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11648402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11686069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11688553	0.923219747564376	0.790774993850535	0.867908339946403	0.94812604195084	0.943905443473073	0.631197976255498	0.929215392488736	0.952563173280742	0.301167938053604	0.952024528665532
cg11722990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11753004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11796578	0.936148021096487	0.915541640172299	0.898181838383218	NA	0.876321442826267	0.634479603308443	0.933051666288089	0.938356834783332	NA	0.909524255012604
cg11806813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11816434	0.399307124830531	0.602335940810126	0.616191460272329	0.844220871385594	0.609634451321746	0.791940029581439	0.664098144313677	0.729397365700527	0.453929538786407	0.588863073162703
cg11827743	0.765444749275658	0.877627421401017	0.617599314068541	0.903763100059563	0.62852742963312	0.597954604289654	0.671404628416595	0.571680063030298	0.605911150558729	0.954859079067589
cg11846226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11930700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11968166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12049322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12101572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12103802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12113981	0.935751919543969	0.33911716914172	0.152336628328602	0.797242090509811	0.912400314028701	0.234023311559144	0.946635783388768	0.123477768906081	0.106130037300346	0.905624998335257
cg12135953	0.949196078411667	0.952354128618543	0.890719266196057	0.918812963037954	0.641989718531694	0.549888746404045	0.951116416589142	0.795735894818762	0.382594942834232	0.956059629485918
cg12159166	0.95460741982419	0.959277296195118	0.946727915106317	0.956525085975629	0.956784637158667	0.957283998721583	0.952638607606483	0.958117728130836	0.946057077030741	0.945670697922874
cg12190125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12205645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12221729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12224855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12248480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12252868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12284736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12286403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12298312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12315011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12321355	0.937259224358916	0.942972042855059	0.864446528870737	0.893862412400896	0.934456593849816	0.883863767754372	0.911466949308565	0.908213225041222	0.890298133517482	0.910184289404366
cg12336935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12340381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
