A_CpG_ID	TCGA-2J-AABR-01A	TCGA-FB-AAPS-01A	TCGA-IB-AAUO-01A	TCGA-IB-AAUN-01A	TCGA-RB-A7B8-01A	TCGA-IB-7885-01A	TCGA-IB-AAUW-01A	TCGA-IB-A5ST-01A	TCGA-IB-A7LX-01A	TCGA-FB-AAQ3-01A	TCGA-3A-A9IC-01A	TCGA-HZ-8001-01A	TCGA-HZ-8003-01A	TCGA-Z5-AAPL-01A	TCGA-HZ-7922-01A	TCGA-IB-7645-01A	TCGA-FB-AAPU-01A	TCGA-3A-A9I5-01A	TCGA-2J-AABF-01A	TCGA-RB-AA9M-01A	TCGA-FZ-5920-01A	TCGA-HZ-A8P0-01A	TCGA-2J-AABH-01A	TCGA-XD-AAUH-01A	TCGA-XN-A8T3-01A	TCGA-XD-AAUG-01A	TCGA-US-A77J-01A	TCGA-3A-A9IV-01A	TCGA-3A-A9IR-01A	TCGA-IB-AAUV-01A	TCGA-FB-AAPP-01A	TCGA-3A-A9IL-01A	TCGA-HZ-7918-01A	TCGA-HZ-7920-01A	TCGA-FB-A7DR-01A	TCGA-HV-A7OL-01A	TCGA-2J-AABO-01A	TCGA-XD-AAUI-01A	TCGA-IB-A5SS-01A	TCGA-FB-A545-01A	TCGA-2L-AAQA-01A	TCGA-2J-AABP-01A	TCGA-FZ-5926-01A	TCGA-3A-A9IO-01A	TCGA-2J-AABK-01A	TCGA-3A-A9IU-01A	TCGA-IB-7886-01A	TCGA-HV-AA8X-01A	TCGA-2J-AABA-01A	TCGA-IB-AAUQ-01A	TCGA-3A-A9IZ-01A	TCGA-XD-AAUL-01A	TCGA-2J-AABE-01A	TCGA-IB-7897-01A	TCGA-HZ-8636-01A	TCGA-IB-8127-01A	TCGA-2J-AABU-01A	TCGA-US-A774-01A	TCGA-IB-7652-01A	TCGA-3A-A9IH-01A	TCGA-2L-AAQL-01A	TCGA-IB-7644-01A	TCGA-HZ-8005-01A	TCGA-HZ-A4BH-01A	TCGA-2J-AAB8-01A	TCGA-Q3-AA2A-01A	TCGA-3A-A9I9-01A	TCGA-IB-A5SQ-01A	TCGA-IB-8126-01A	TCGA-HZ-A49G-01A	TCGA-F2-A44H-01A	TCGA-HZ-8002-01A	TCGA-US-A77E-01A	TCGA-IB-A6UF-01A	TCGA-IB-AAUS-01A	TCGA-2J-AAB1-01A	TCGA-F2-A8YN-01A	TCGA-FB-A4P6-01A	TCGA-FB-AAQ0-01A	TCGA-3E-AAAZ-01A	TCGA-HZ-A9TJ-06A	TCGA-HZ-A9TJ-01A	TCGA-3A-A9IX-01A	TCGA-2L-AAQI-01A	TCGA-3A-A9J0-01A	TCGA-FB-A4P5-01A	TCGA-IB-A5SO-01A	TCGA-IB-7649-01A	TCGA-IB-7646-01A	TCGA-US-A776-01A	TCGA-LB-A8F3-01A	TCGA-FB-AAQ1-01A	TCGA-HZ-8638-01A	TCGA-H8-A6C1-01A	TCGA-F2-7273-01A	TCGA-3A-A9IJ-01A	TCGA-FB-A78T-01A	TCGA-M8-A5N4-01A	TCGA-3A-A9IN-01A	TCGA-F2-6880-01A	TCGA-IB-7888-01A	TCGA-2J-AABI-01A	TCGA-IB-AAUP-01A	TCGA-HZ-A8P1-01A	TCGA-IB-7647-01A	TCGA-FB-AAPY-01A	TCGA-3A-A9I7-01A	TCGA-3A-A9IS-01A	TCGA-S4-A8RO-01A	TCGA-FZ-5919-01A	TCGA-FB-AAQ6-01A	TCGA-HZ-8519-01A	TCGA-IB-A7M4-01A	TCGA-2L-AAQE-01A	TCGA-IB-A6UG-01A	TCGA-2J-AABV-01A	TCGA-HV-A5A3-01A	TCGA-IB-7651-01A	TCGA-US-A77G-01A	TCGA-IB-7893-01A	TCGA-HV-AA8V-01A	TCGA-HZ-A49H-01A	TCGA-F2-A7TX-01A	TCGA-HZ-7926-01A	TCGA-F2-A44G-01A	TCGA-LB-A9Q5-01A	TCGA-IB-7889-01A	TCGA-2J-AAB4-01A	TCGA-HV-A5A6-01A	TCGA-YH-A8SY-01A	TCGA-LB-A7SX-01A	TCGA-HZ-A4BK-01A	TCGA-OE-A75W-01A	TCGA-HZ-A77P-01A	TCGA-HV-A7OP-01A	TCGA-IB-AAUR-01A	TCGA-H6-A45N-01A	TCGA-2J-AAB6-01A	TCGA-IB-AAUT-01A	TCGA-H6-8124-01A	TCGA-F2-6879-01A	TCGA-FZ-5923-01A	TCGA-2J-AAB9-01A	TCGA-3E-AAAY-01A	TCGA-HZ-8317-01A	TCGA-L1-A7W4-01A	TCGA-IB-A5SP-01A	TCGA-FZ-5922-01A	TCGA-IB-7891-01A	TCGA-YB-A89D-01A	TCGA-FB-AAPQ-01A	TCGA-HZ-7925-01A	TCGA-S4-A8RP-01A	TCGA-YY-A8LH-01A	TCGA-HZ-A77Q-01A	TCGA-FB-AAPZ-01A	TCGA-IB-7887-01A	TCGA-IB-7654-01A	TCGA-HZ-7923-01A	TCGA-HZ-7289-01A	TCGA-RL-AAAS-01A	TCGA-F2-7276-01A	TCGA-HZ-8637-01A	TCGA-HZ-7924-01A	TCGA-2L-AAQM-01A	TCGA-PZ-A5RE-01A	TCGA-IB-AAUM-01A	TCGA-US-A779-01A	TCGA-S4-A8RM-01A	TCGA-HV-A5A4-01A	TCGA-IB-AAUU-01A	TCGA-HZ-7919-01A	TCGA-3A-A9IB-01A	TCGA-XN-A8T5-01A	TCGA-HZ-8315-01A	TCGA-HV-A5A5-01A	TCGA-HZ-A49I-01A	TCGA-Q3-A5QY-01A	TCGA-2J-AABT-01A	TCGA-FB-A5VM-01A	TCGA-FZ-5924-01A	TCGA-IB-7890-01A	TCGA-2L-AAQJ-01A	TCGA-HZ-A77O-01A	TCGA-FB-AAQ2-01A
cg12980798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12985923	0.951111069065037	0.954598475604556	0.96858765470756	0.95474837685588	0.949845864163114	0.95517162404438	0.948591259590672	0.919458079258523	0.931803048922671	0.954988670452979	0.95347322810215	0.954723746318752	0.944230070826401	0.948577977134198	0.921706587891859	0.952952313464908	0.946370896637703	0.955120960221159	0.948773136305844	0.952803064528476	0.949469282596727	0.951047502927382	0.947085091642395	0.94370077285751	0.93292300632365	0.947262059193285	0.954112309709675	0.571114795578694	0.953007866043574	0.949325143728118	0.964550310797378	0.5912533035046	0.955625634088304	0.941616671151238	0.926407226431862	0.952408587763961	0.955882087293391	0.932312486803668	0.947761557863366	0.970671872173099	0.957902163749203	0.95435256498425	0.954287215111638	0.895677577597727	0.926556928519743	0.961580983154639	0.95094923348437	0.939636588392645	0.950355185307374	0.887215026638534	0.640139821547459	0.949613857722275	0.954797544541116	0.940298861895113	0.958707105127504	0.961598367433693	0.953692426803195	0.944075278924735	0.940941102302572	0.950735904299252	0.973590593628556	0.953786909710372	0.950321073344165	0.945599449588839	0.956890717777383	0.950197888741556	0.958477279800105	0.942761261914026	0.949213452383377	0.966783999835865	0.954406331089861	0.943458076293583	0.944199457921201	0.934797772731882	0.939445856703444	0.943795409875297	0.954747532231879	0.927789007480494	0.910082846409202	0.962241494199877	0.916020169073194	0.908676677866847	0.947728243175716	0.951629859841171	0.947857320878547	0.954530693499732	0.903798205332371	0.960712493748494	0.886863819030357	0.953961085059494	0.9488902277661	0.96300793436701	0.965793795563016	0.904710873253064	0.959126447861933	0.956950853661047	0.92838095622018	0.965902733274577	0.615140512192734	0.936318426158365	0.935223025479462	0.924900512844961	0.958478837711453	0.956552054218578	0.952957682815532	0.948441970580495	0.941591029737146	0.837032306044998	0.962952889375602	0.952903284473359	0.948915075258976	0.874996994208924	0.795794167220308	0.964071157154985	0.939357156530389	0.931492827785949	0.955484062065471	0.930807807276673	0.954544701614455	0.971658919592258	0.946291403578496	0.954648278471711	0.950846418379612	0.951972878774246	0.956749066587066	0.950451539415641	0.962659885294153	0.949572222318932	0.940409499436918	0.951403324344445	0.927253760007692	0.950919236975594	0.942246576685025	0.958826632152017	0.927880171079322	0.950870724524606	0.957860856300857	0.94867966353808	0.943715047264686	0.609374620997117	0.937216495241995	0.955443801267645	0.930463362921206	0.947660514714045	0.96097400679045	0.953582595062679	0.957791196417113	0.945932194269685	0.947343649321742	0.953196085484364	0.946363977696042	0.950251170503856	0.958816923358792	0.964910022924924	0.964539040794557	0.963811481069426	0.945556989720087	0.951819051172605	0.928411137331344	0.924221934891021	0.951022916421567	0.953346206250945	0.958532519648283	0.93827688439265	0.580336666393907	0.93541839771513	0.95046966632788	0.958649645197488	0.957369459297027	0.965567789566134	0.956744995050613	0.964565093408122	0.947118650501625	0.936955939072446	0.967869569253292	0.94449466365964	0.959225636506353	0.941018141679164	0.958096808437075	0.950256797073359	0.954700259489437	0.941982791303107	0.953911003978041	0.949217312406192	0.848844998713674
cg13003329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13018639	0.865395960686167	0.746607644538951	0.870066869859684	0.879196534751364	NA	0.806753691924826	0.898382651349093	0.886204967170771	0.863522655066161	0.74761302313793	0.562840598105485	0.818366784883864	0.898674317866593	0.863124944857947	0.569721726811214	0.820396067073769	0.823612975274306	0.840282059576714	0.877186735470237	0.867174063924642	0.87508697659933	0.812114863980341	0.910536104334231	0.826793006665938	0.835022227254521	0.782351015434782	0.813005520661069	0.886344036445402	0.948932854290548	0.801604562492767	0.816627874842379	0.908265861095898	0.847645947720301	0.861914230057784	0.778877709125746	0.820596801127304	0.709019420766743	0.651476646831606	0.807101029620471	0.912381512900046	0.870650780656792	0.651807204496615	0.883741195466187	0.945626094783255	0.897974061799268	0.782922534711181	0.74827130984079	0.873855226247723	NA	NA	0.839793140086283	NA	0.824602530574106	0.868385634790977	0.866208535397457	0.659400871422291	0.758928692668257	0.857237265921324	0.856130914169701	NA	0.904261679655652	0.764185018456108	0.822192247020658	0.704991604617133	0.846799912729647	0.884419354202114	0.838154687441238	0.825493183684165	0.898704750189064	0.829086179554749	0.860382268010108	0.917623034699497	NA	0.800528598176593	0.755191718890604	NA	0.791421454802673	0.892461296568739	0.819782147400764	0.829214848769267	0.820751970817883	0.817499928267332	0.839886660355356	0.912130898687007	0.769065673959015	0.617292253081958	0.756911034474925	0.759914408159787	0.809988235705136	NA	0.88049368577073	0.882228128282818	0.915004288452043	0.752434167461027	0.88538113656104	0.902932042977396	0.751349147620806	0.864995004925256	0.913094602040773	0.935529051222003	0.870994704523894	0.79910542742224	0.797124101675422	0.902702923101811	0.892446765583654	0.838225113573377	0.755125148683092	0.921700647015031	0.84160293608446	0.787436500438153	0.876350108261071	0.868946106056028	0.768684604079195	0.873342219702169	0.85201499552905	0.878194974508962	0.888720756296126	0.624405351640346	0.890032173283894	0.495776098874158	0.806241977556595	0.896825198870726	0.726056647852094	0.843834317167117	0.895793756131754	0.895233622901187	0.880336527748745	0.853314924855649	0.874983307301477	NA	NA	0.867020349529589	0.817573008079065	0.826116572305493	NA	0.868062386564286	0.880922229546493	NA	0.866362487849412	0.82294805682006	0.749247366564051	0.903328999749234	0.863056071114141	0.887542162709658	0.900945355743576	0.865905283414874	0.864107893994996	0.889349137388796	0.860422785786438	0.777799910482224	0.854917490147423	0.812733168863371	0.879817767850375	0.820677254534568	0.79757118312371	0.916864319890734	0.861659053076619	0.892944817080775	0.834528842482952	0.217069300273975	0.854681304604196	0.849010575940946	0.778070524948766	0.900752274444135	0.941268449618031	0.708806354794465	0.899458349436484	0.860798527012105	0.907775169936849	0.686656304247822	0.653501822159854	0.632631843300574	0.684694361643334	0.833304641908315	0.679839036541631	0.893552810158683	0.914223582574942	0.877793674421187	0.730441550289361	0.854787472955149	0.889166379778681	0.639749739297918	0.889329580620891	0.887069721379192	0.774105276800353
cg13022905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13060607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13082604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13105167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13155421	0.709348646628977	0.536366964296605	0.530812912534621	0.501299794575673	0.296131593997359	0.517923822266433	0.730441679750809	0.757761008363135	0.234585651437483	0.454838018216726	0.365276985597555	0.600799388523381	0.686184598278855	0.898892731644306	0.400146225411552	0.719072665601419	0.395003306164373	0.448274680917193	0.566211817185838	0.675391218804232	0.484982238069696	0.434285253422837	0.642240282363782	0.780604431064695	0.436256648000784	0.462890057482585	0.766614706863294	0.885589466499885	0.938666741444432	0.638319181563241	0.909590256574979	0.307381085039877	0.722662092819679	0.709840887419007	0.589659069971702	0.456756848969202	0.418400524293924	0.51625490784066	0.238845112093022	0.656211456909715	0.572772501591486	0.366001939186314	0.636491210169553	0.885293110197966	0.733803844651975	0.328446648189203	0.352286848482574	0.577063778988357	0.373164031947833	0.365782091558487	0.414432138793801	0.341324889602584	0.252474764378357	0.704974750148924	0.453588499107057	0.481355177405045	0.305545726577442	0.615772465132919	0.434867635730768	0.401730824104332	0.604794233333331	0.335426793519852	0.316828281243586	0.581424703297142	0.533408556037501	0.402319494962839	0.477880384964109	0.715383306617942	0.719325626125732	0.626116471477572	0.567811379625618	0.691458784965337	0.443512094904556	0.413021290329105	0.5191159536191	0.470421062101809	0.231079742548531	0.788904173675037	0.228802351398028	0.560306282231957	0.764373076406556	0.79574296408536	0.697963464436578	0.612438718788868	0.406063068009172	0.754314344716623	0.517130931454555	0.518392097147038	0.417531074929809	0.864555505019942	0.468785521642575	0.475079912907043	0.81239695837427	0.605852658164331	0.689242154054328	0.694964144764547	0.480493874387792	0.5304637259487	0.845566593258399	0.742466850177957	0.654775123875912	0.511101749054683	0.771044979097971	0.520895169268442	0.747877494910496	0.536050856328796	0.659698359430995	0.757115241733565	0.376950284210408	0.482172062036079	0.496984528008801	0.709856252897244	0.588413571869173	0.313967229768344	0.521391034467397	0.702331629643914	0.226431004519007	0.451802296262726	0.474265969444877	0.305389588114759	0.339443178117311	0.642468796379989	0.554030017310611	0.656184621623974	0.485719513348962	0.692061757902894	0.57624386468732	0.518335857623207	0.272174988422707	0.21654356616901	0.406997184549826	0.549408172459864	0.375602716946551	0.688587217446603	0.613126478598389	0.784413831404353	0.593688740198636	0.202513632577177	0.744399283046313	0.194104624826873	0.322247637299521	0.742207993421317	0.630550625223577	0.686727390979811	0.668270458208937	0.193967729362918	0.296199013700479	0.758675157215147	0.637615490934877	0.377968467841471	0.352701785663503	0.477094155558132	0.469602748018112	0.554050844773777	0.454158786401922	0.304946757378802	0.487935419425688	0.473018503706539	0.720769568015386	0.562499796843989	0.698204861993366	0.724641910350026	0.764453239788025	0.876264055317637	0.943469700149315	0.340727171654434	0.623866721225088	0.510891981623396	0.577030017499243	0.337785992551919	0.52180591728432	0.409198097923115	0.417176264510938	0.803088804953249	0.467778316220796	0.732038565280049	0.467895957617001	0.809351165499863	0.605352316517674	0.568965220146796	0.309178038036952	0.24117542042257	0.510963812100524	0.558662484284552	0.504863249625181
cg13202514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13225272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13227480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13234587	0.903906022279076	0.927362837724222	0.934896437614129	0.928531418748012	0.941993255326268	0.935237574028094	0.905848401418745	0.921977561418294	0.94319897067079	0.914338132028922	0.934941282048641	0.911132311355569	0.871167579607001	0.936474208544059	0.932792634643181	0.94362432986247	0.951096094132051	0.942160041148822	0.935969039235555	0.921725107127727	0.944802161944764	0.953637760274703	0.902391558112593	0.89981953688902	0.924867557181755	0.921584722466907	0.946644775046862	0.800843437761059	0.60960442984974	0.940755621662954	0.953050543985354	0.820886672592238	0.901834746593171	0.950045236648986	0.935581333570273	0.928449636128091	0.939718005909821	0.92059092322092	0.940385441202485	0.947213485022899	0.963137848912565	0.857145705804677	0.882332645335297	0.663241061140751	0.901004248331269	0.938236789825167	0.934947916742846	0.950713477039024	0.902062546870793	0.929880902181433	0.912259113669185	0.952236411770485	0.938018122765939	0.925977222708663	0.940045589287781	0.951470159531097	0.961788594050002	0.92352332831732	0.908732654758285	0.926720616402418	0.953525248872635	0.948264255491162	0.939589442280269	0.925135369908882	0.952751589137621	0.949550021476151	0.946361174215476	0.926956433992405	0.907519140002873	0.854216005470074	0.892414286931272	0.897606903669877	0.94941158061549	0.941926470455919	0.929359138984327	0.946284860899145	0.938026550049619	0.921546106727137	0.950205957909846	0.936547551180793	0.943989862377101	0.947330130744821	0.915002280829526	0.878902907584078	0.954459575395654	0.942530237734762	0.934577480738842	0.91994666229344	0.931342784218245	0.940360086836301	0.891432911141819	0.929184436551777	0.935966954125787	0.947252541887632	0.940842803112759	0.929329149904975	0.935223819143117	0.9494163545742	0.644758743348246	0.783515484913962	0.923492850844454	0.938381417773098	0.920283435017081	0.92212287933781	0.909210150401114	0.959255590827835	0.945682878421961	0.765483444074868	0.942871721933027	0.958659153212538	0.922053797136543	0.877023591949085	0.931199553154404	0.964197340631168	0.879961347833417	0.772149541610886	0.960280181570492	0.9430174125525	0.912102837735055	0.944437876881565	0.902852177854149	0.933949661628665	0.930414794703803	0.893607360524363	0.924427317375661	0.88782368274637	0.883514896488932	0.945674756420489	0.958074163165807	0.936114259343393	0.946814954539352	0.949667146102006	0.948260820021922	0.901540974708004	0.944576552167347	0.943837528724635	0.948823476000481	0.937804274368471	0.897058005645814	0.947746946742341	0.953736299866208	0.891989783321733	0.876138726394252	0.904908345775057	0.904921327393221	0.951189514372645	0.948462979239346	0.940278436577646	0.897478078029353	0.960100908898204	0.934944520744602	0.928340342936907	0.966572350851455	0.953308845645166	0.929250224986222	0.936424517642408	0.909887389341059	0.89216414839938	0.915291557709667	0.952626897273021	0.928693244749606	0.894737207968901	0.926513517824555	0.921515930146524	0.603955514488465	0.946679700956895	0.913693975117647	0.944167882029926	0.932475690355603	0.951215175674099	0.925364340843731	0.924942936973758	0.954275796028205	0.942588952646215	0.947974296093727	0.931372490986951	0.934238050808847	0.931984730782515	0.94130760828593	0.930098443722039	0.945802215227056	0.948346104761129	0.945796567642036	0.909079995106492	0.914112602555687
