A_CpG_ID	TCGA-06-6390-01A	TCGA-06-5411-01A	TCGA-14-0862-01B	TCGA-28-5208-01A	TCGA-06-5418-01A	TCGA-06-0650-01A	TCGA-12-5299-01A	TCGA-19-5951-01A	TCGA-28-2510-01A	TCGA-74-6573-01A	TCGA-76-4926-01B	TCGA-76-6663-01A	TCGA-76-6664-01A	TCGA-19-0957-02A	TCGA-41-6646-01A	TCGA-06-A7TK-01A	TCGA-19-5959-01A	TCGA-06-5859-01A	TCGA-76-6660-01A	TCGA-74-6578-01A	TCGA-RR-A6KC-01A	TCGA-28-5219-01A	TCGA-26-A7UX-01B	TCGA-26-5135-01A	TCGA-06-5417-01A	TCGA-06-5415-01A	TCGA-28-5213-01A	TCGA-06-5414-01A	TCGA-06-0190-02A	TCGA-19-5958-01A	TCGA-19-5956-01A	TCGA-28-6450-01A	TCGA-76-4935-01A	TCGA-06-5410-01A	TCGA-06-5413-01A	TCGA-06-6699-01A	TCGA-81-5910-01A	TCGA-14-1043-01B	TCGA-19-5955-01A	TCGA-06-6391-01A	TCGA-06-0125-02A	TCGA-OX-A56R-01A	TCGA-14-1034-02B	TCGA-06-0171-02A	TCGA-06-6695-01A	TCGA-06-0210-02A	TCGA-28-5204-01A	TCGA-19-1389-02A	TCGA-19-1389-01A	TCGA-06-0211-02A	TCGA-26-6174-01A	TCGA-06-0221-01A	TCGA-76-6286-01A	TCGA-06-A7TL-01A	TCGA-06-6701-01A	TCGA-32-1979-01A	TCGA-06-0210-01A	TCGA-06-6700-01A	TCGA-15-1444-01A	TCGA-26-6173-01A	TCGA-4W-AA9T-01A	TCGA-19-A6J5-01A	TCGA-RR-A6KA-01A	TCGA-06-0171-01A	TCGA-06-0221-02A	TCGA-81-5911-01A	TCGA-12-5301-01A	TCGA-28-5209-01A	TCGA-19-5954-01A	TCGA-76-6661-01B	TCGA-26-5134-01A	TCGA-74-6584-01A	TCGA-74-6581-01A	TCGA-06-0125-01A	TCGA-06-0211-01A	TCGA-26-1442-01A	TCGA-06-1804-01A	TCGA-RR-A6KB-01A	TCGA-76-4925-01A	TCGA-19-5953-01B	TCGA-19-5947-01A	TCGA-26-5132-01A	TCGA-19-4065-02A	TCGA-26-5133-01A	TCGA-14-1402-01A	TCGA-76-4929-01A	TCGA-06-6698-01A	TCGA-14-1450-01B	TCGA-76-6657-01A	TCGA-76-6192-01A	TCGA-74-6575-01A	TCGA-76-6280-01A	TCGA-14-0740-01B	TCGA-76-4931-01A	TCGA-76-6656-01A	TCGA-06-0190-01A	TCGA-4W-AA9S-01A	TCGA-14-1395-01B	TCGA-06-6388-01A	TCGA-06-A5U1-01A	TCGA-06-A6S0-01A	TCGA-06-6694-01A	TCGA-76-6662-01A	TCGA-19-4065-01A	TCGA-76-6193-01A	TCGA-19-A6J4-01A	TCGA-41-5651-01A	TCGA-06-6697-01A	TCGA-12-5295-01A	TCGA-06-6693-01A	TCGA-28-5207-01A	TCGA-19-5952-01A	TCGA-06-A6S1-01A	TCGA-06-5416-01A	TCGA-26-5136-01B	TCGA-06-A5U0-01A	TCGA-28-5220-01A	TCGA-76-6191-01A	TCGA-19-5960-01A	TCGA-14-0781-01B	TCGA-74-6577-01A	TCGA-76-4927-01A	TCGA-76-6285-01A	TCGA-19-0957-01C	TCGA-06-1806-01A	TCGA-28-5216-01A	TCGA-28-2501-01A	TCGA-76-6282-01A	TCGA-28-5215-01A	TCGA-14-0736-01A	TCGA-14-0736-02A	TCGA-28-5211-01C	TCGA-76-4932-01A	TCGA-06-5412-01A	TCGA-19-5950-01A	TCGA-19-A60I-01A	TCGA-06-5408-01A	TCGA-28-5218-01A	TCGA-32-1980-01A	TCGA-87-5896-01A	TCGA-76-6283-01A	TCGA-28-5214-01A	TCGA-06-5858-01A	TCGA-76-4934-01A	TCGA-26-5139-01A	TCGA-06-6389-01A	TCGA-32-5222-01A	TCGA-76-4928-01B	TCGA-06-5856-01A	TCGA-4W-AA9R-01A	TCGA-06-0152-01A	TCGA-06-0152-02A	TCGA-14-1402-02A
cg15843977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15847775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15874144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15886896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15939182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15990679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15996647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16016766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16047049	0.973330575930364	0.594214437217782	0.891701161797324	0.814411684875777	0.860250053007293	0.957725932715008	0.90672810003854	NA	0.935665611549079	0.89338358865233	0.978931346452365	0.940613870055589	0.544262360977255	0.96857554023218	0.970139254974497	0.946904497438584	0.853719139248459	0.965327857701019	0.663512595758057	0.881898515810932	0.974099755974943	0.975426536688693	0.676702488929619	0.732318928143081	0.980903914641684	0.949258628156323	0.97539153226994	0.902910335181829	0.891272343864288	0.958797735916619	0.703342674173122	0.974018327330218	0.916667772984751	0.955664508176235	0.902455527994502	0.584404540203722	0.96133640989527	0.969107366419959	0.95821136531131	0.977198863330354	0.954955017119916	0.974134679123504	0.979823975493806	0.973391342422122	0.787031680038542	0.853074792775073	0.974065129036687	0.9729293004499	0.965809442682319	0.597097271974816	0.58070538498226	0.963308057977799	0.874110022341089	0.961251342265662	0.978786629779199	0.750106523165271	0.565883583117048	0.944981031735127	0.976467889701962	0.774803080403725	0.972824353246267	0.974631815158214	0.964618174244337	0.50531416987756	0.940542457517082	0.965305577370189	0.66076181976499	0.817152073999126	0.860862659591776	0.951346681638727	0.818866196518747	0.744788629712185	0.594089464975478	0.790321982812736	0.800060677994213	0.966617926843284	0.969175766159727	0.902940235625832	0.971324684979818	0.894098950624756	0.605456410755094	0.976681910142081	0.969827347391072	0.826059447688945	0.957586842768885	0.968982662444175	0.932903982659253	0.96361682947178	0.954143664370077	0.612991060270746	0.814241398044089	0.962586187312206	0.871889872533891	0.456755079656509	0.866674885948733	0.769089300485834	0.807155363991369	0.599553401800194	0.926007407474307	0.969706022608545	0.901728417285201	0.729981947650545	0.972508620131423	0.446192517168453	0.964413205384135	0.975156851737759	0.97278281597578	0.977409864311516	0.937954039799087	0.882488968096398	0.82235351193388	0.831996410472504	0.841642451816481	0.315972003808988	0.976539087483067	0.96926753981119	0.946206450092993	0.506084197617843	0.967656279797171	0.975097547016016	0.820667426764526	0.957955917422715	0.943326764180843	0.949653599238393	0.973294027563808	0.668656056185329	0.963419400921937	0.89354289656485	0.899048448250036	0.820423774149864	0.914413823070255	0.747277881816139	0.894435232270541	0.976961265929973	0.943384553063412	0.971009922037531	0.563098092218256	0.285780937494188	0.788910064575713	0.959884789902266	0.980859532577317	0.973359649934043	0.979304738429375	0.541973347439689	0.897819872063814	0.977731884588486	0.955062517290736	0.843925497517619	0.968278988570204	0.949663361440402	0.952004079942163	0.949106219119061	0.882596933683039
cg16067453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16098957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16103996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16105080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16134501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16248160	0.801820135057766	0.718544721599502	0.861423729597884	0.884168261506748	0.867001592677604	0.697914223157964	0.789097253636714	0.871646432552354	0.765362102211618	0.584288982467669	0.431288604893028	0.807329487115126	0.488789282114992	0.485789506226095	0.951699283423626	0.47172546715693	0.860637104362862	0.443250760698972	0.601457552001171	0.715318078139522	0.849148513593629	0.368791256107436	0.444910868047213	0.586103655630403	0.461711776433741	0.821622640746368	0.642828475272953	0.570162036271625	0.664981451152289	0.580453899435702	0.679435302426929	0.885122511748797	0.484113337177313	0.816850194850237	0.682811790467513	0.671192431435655	0.385864772869103	0.844025637059582	0.588102205832655	0.817245170049163	0.88621222703455	0.951370217556622	0.884891297609392	0.745964793051206	0.543937362308764	0.3950886413009	0.762361757885423	0.681734176535157	0.658056423299143	0.583010027338376	0.834364773019746	0.697256968521347	0.338815612667392	0.881652811224875	0.674339608426596	0.902917934205218	0.541252313645472	0.814607233037725	0.643694595155026	0.608995487844575	0.924053680606002	0.200719492981295	0.869160913934937	0.751603458992269	0.613513371598275	0.882987014517288	0.485916867905356	0.877331543226077	0.502562413101266	0.561781489748332	0.715132847213916	0.549257305978677	0.790462943054066	0.846053644986236	0.576097227561581	0.798558500851131	0.668882580215901	0.80852607642921	0.26296895319443	0.628809670443003	0.763964964461114	0.221163609313926	0.555661114297875	0.609091638884767	0.883677450607404	0.553930488131261	0.726768480852059	0.639700131035131	0.896063022363247	0.749724410345161	0.828742499282106	0.841533894154595	0.35234002737856	0.280514613976205	0.838056060814137	0.73853958511949	0.612998593723806	0.782703221780285	0.492299415698287	0.778158750792292	0.617493552436681	0.491950654845289	0.667916171008476	0.700464824402034	0.5744160912519	0.815261552464602	0.521496597664494	0.81967125291907	0.790944825345586	0.53430566060783	0.75876962607302	0.573952635791465	0.454907081396077	0.709638774730155	0.874883504567103	0.263900134443144	0.533983033800149	0.722181323923945	0.668406207214146	0.831934595413594	0.605910780407562	0.877352977138379	0.651173853707469	0.525968856593596	0.899100805776777	0.338105484494857	0.847209498547497	0.85401834230323	0.428336601644957	0.847681065283861	0.768412556024365	0.679045816418889	0.266948755575632	0.772877340793228	0.921035637753559	0.516518421698642	0.522596498528662	0.835278636070136	0.856812621851118	0.864544494399911	0.809067937410714	0.841361425713367	0.321613035258548	0.5482176005145	0.873684486813858	0.640138696859135	0.678703516753938	0.844105765899196	0.636379822600033	0.704228994741983	0.309103676971912	0.439929016070981	0.830054399295523
cg16287042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16297530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16315980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16320398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16333561	0.918899386276154	0.904187203193541	0.919624055685897	0.934393273323953	0.917442819677695	0.942067164574751	0.948165929884522	0.968753088220123	0.951071936840203	0.911470411756782	0.92511744909098	0.90179614329359	0.920879318237809	0.916025426580978	0.926065498718308	0.955535557249788	0.902193168603779	0.913189595334649	0.889033499419325	0.897203559581985	0.890091067909494	0.90422133473683	0.934125268910637	0.926878885597932	0.943685131775141	0.929498704412574	0.929037643976914	0.921887590006008	0.882604616717802	0.94014471025356	0.929970788794857	0.916970342759483	0.91216139291274	0.92901422610874	0.933810728835304	0.885671739646553	0.929647551671361	0.906982231711738	0.937455234969822	0.874179658001143	0.89688393284751	0.936042019159665	0.911128704576001	0.900732797256208	0.930819930433428	0.864697956724919	0.852033906148145	0.895106057583697	0.908992080902181	0.912429389768851	0.900969826740975	0.932724874528502	0.815274780180757	0.935246838527351	0.927869859182508	0.893771913651672	0.888834906212789	0.945259814051699	0.93119951493869	0.915257223420986	0.943400129232576	0.912757513773979	0.939513993132518	0.871421460871156	0.917927136518482	0.918410489064603	0.934418330541692	0.938176184338254	0.922867801826346	0.923545339952825	0.921455708315227	0.726913287343995	0.913729268268166	0.876097601523039	0.886541384033325	0.847464116352536	0.811754081559378	0.906237864432284	0.907601399743204	0.901416764402578	0.910909792001156	0.950027870896509	0.870207922077587	0.93588257106535	0.898923380943701	0.909431306283132	0.896653253104183	0.858029100305275	0.891547985621256	0.94737652746832	0.911843836365571	0.885979311726808	0.80939757650694	0.934360954043314	0.92850134209486	0.893232262571302	0.901389840235151	0.865061059861156	0.904960585067258	0.9378688842526	0.955226095872961	0.914159092521157	0.896142408733011	0.853964768830843	0.93166369268444	0.920524070792178	0.815288437852275	0.914507125453963	0.943510446293497	0.915337555103289	0.929141415695451	0.90398130566779	0.937938177028859	0.947109355376006	0.924546468539065	0.94103797982506	0.858645417444743	0.894570961930056	0.901200999263319	0.906736475203647	0.896103890100349	0.925236862215182	0.883265947391372	0.867617904174411	0.911103866135485	0.885616644748253	0.923760517363847	0.926079104168529	0.925191925795348	0.854878797834035	0.878874255669014	0.905239031566239	0.903028926619138	0.944058761350734	0.910874970430921	0.929890047231098	0.925937652604401	0.94104992223571	0.943569263301426	0.928166580786383	0.920033404300424	0.935960881951663	0.908406973690185	0.930096576323797	0.942913428551173	0.931958879797572	0.94149542750963	0.930135904129483	0.93544534816327	0.94671557259453	0.893370167562049	0.908609479095395	0.919535656356021
