A_CpG_ID	TCGA-QR-A707-01A	TCGA-WB-A820-01A	TCGA-QR-A70X-01A	TCGA-WB-A817-01A	TCGA-RW-A680-01A	TCGA-QT-A5XM-01A	TCGA-QR-A6H2-01A	TCGA-SR-A6MP-01A	TCGA-RW-A684-01A	TCGA-WB-A81J-01A	TCGA-WB-A80N-01A	TCGA-QR-A6GO-01A	TCGA-QT-A5XJ-01A	TCGA-S7-A7WU-01A	TCGA-SR-A6MV-01A	TCGA-WB-A81G-01A	TCGA-WB-A81N-01A	TCGA-WB-A80V-01A	TCGA-QR-A70J-01A	TCGA-QR-A6H0-01A	TCGA-RW-A68F-01A	TCGA-WB-A81H-01A	TCGA-QR-A70R-01A	TCGA-SA-A6C2-01A	TCGA-TT-A6YN-01A	TCGA-S7-A7WP-01A	TCGA-W2-A7HD-01A	TCGA-QT-A69Q-01A	TCGA-QT-A5XN-01A	TCGA-QR-A703-01A	TCGA-QR-A70D-01A	TCGA-WB-A816-01A	TCGA-QR-A70G-01B	TCGA-WB-A81E-01A	TCGA-WB-A81Q-01A	TCGA-S7-A7WT-01A	TCGA-QR-A6GZ-05A	TCGA-QR-A706-01A	TCGA-QR-A70K-01A	TCGA-QR-A700-01A	TCGA-WB-A81I-01A	TCGA-QR-A705-01A	TCGA-QR-A6H3-01A	TCGA-RW-A681-01A	TCGA-SR-A6MY-01A	TCGA-QR-A6H6-01A	TCGA-SP-A6QI-01A	TCGA-RM-A68W-01A	TCGA-S7-A7X1-01A	TCGA-QT-A5XO-01A	TCGA-WB-A80K-01A	TCGA-WB-A81R-01A	TCGA-SR-A6N0-01A	TCGA-PR-A5PG-01A	TCGA-TT-A6YP-01A	TCGA-SQ-A6I4-01A	TCGA-QR-A70A-01A	TCGA-QT-A7U0-01A	TCGA-QR-A6GY-01A	TCGA-P8-A5KC-01A	TCGA-WB-A815-01A	TCGA-SP-A6QC-01A	TCGA-QR-A7IP-01A	TCGA-QR-A70W-01A	TCGA-RW-A686-01A	TCGA-QT-A5XP-01A	TCGA-QR-A708-01A	TCGA-SP-A6QK-01A	TCGA-QR-A6GW-01A	TCGA-S7-A7WM-01A	TCGA-XG-A823-01A	TCGA-RW-A688-01A	TCGA-QR-A70V-01A	TCGA-WB-A81F-01A	TCGA-QR-A70Q-01A	TCGA-SR-A6MT-01A	TCGA-WB-A81S-01A	TCGA-S7-A7WQ-01A	TCGA-RX-A8JQ-01A	TCGA-W2-A7HF-01A	TCGA-QR-A6GU-01A	TCGA-QR-A702-01A	TCGA-RW-A67Y-01A	TCGA-QR-A6GR-01A	TCGA-WB-A81D-01A	TCGA-WB-A81K-01A	TCGA-QR-A70E-01A	TCGA-RW-A7CZ-01A	TCGA-W2-A7HC-01A	TCGA-QR-A7IN-01A	TCGA-WB-A818-01A	TCGA-QR-A6H4-01A	TCGA-S7-A7WL-01A	TCGA-RW-A685-01A	TCGA-P7-A5NY-05A	TCGA-SR-A6MX-01A	TCGA-TT-A6YO-01A	TCGA-WB-A81V-01A	TCGA-RW-A68G-01A	TCGA-RW-A68C-01A	TCGA-WB-A80Q-01A	TCGA-SR-A6MR-01A	TCGA-QR-A70N-01A	TCGA-P8-A6RX-01A	TCGA-QT-A5XL-01A	TCGA-QT-A5XK-01A	TCGA-WB-A822-01A	TCGA-RW-A686-06A	TCGA-QR-A6H1-01A	TCGA-WB-A80Y-01A	TCGA-RT-A6YA-01A	TCGA-S7-A7WX-01A	TCGA-W2-A7H7-01A	TCGA-QR-A70P-01A	TCGA-RW-A7D0-01A	TCGA-SR-A6MQ-01A	TCGA-SP-A6QF-01A	TCGA-S7-A7X2-01A	TCGA-QR-A6GX-01A	TCGA-S7-A7X0-01A	TCGA-WB-A821-01A	TCGA-S7-A7WW-01A	TCGA-SQ-A6I6-01A	TCGA-QR-A70C-01A	TCGA-PR-A5PF-01A	TCGA-SR-A6MZ-01A	TCGA-QR-A70U-01A	TCGA-WB-A81M-01A	TCGA-SP-A6QJ-01A	TCGA-WB-A81W-01A	TCGA-TT-A6YJ-01A	TCGA-QR-A70O-01A	TCGA-RW-A68B-01A	TCGA-RM-A68T-01A	TCGA-QR-A6GT-01A	TCGA-WB-A80M-01A	TCGA-QR-A70H-01A	TCGA-S7-A7WR-01A	TCGA-W2-A7HH-01A	TCGA-RT-A6Y9-01A	TCGA-S7-A7WN-01A	TCGA-WB-A80L-01A	TCGA-SR-A6MU-01A	TCGA-RW-A67W-01A	TCGA-P8-A5KD-01A	TCGA-P8-A6RY-01A	TCGA-S7-A7WV-01A	TCGA-S7-A7WO-01A	TCGA-WB-A81A-01A	TCGA-P7-A5NY-01A	TCGA-QR-A70M-01A	TCGA-W2-A7HB-01A	TCGA-SR-A6MX-06A	TCGA-RW-A8AZ-01A	TCGA-WB-A80P-01A	TCGA-SR-A6MX-05A	TCGA-RW-A68D-01A	TCGA-WB-A80O-01A	TCGA-SP-A6QH-01A	TCGA-QR-A6GS-01A	TCGA-SR-A6MS-01A	TCGA-WB-A81T-01A	TCGA-QR-A70I-01A	TCGA-W2-A7UY-01A	TCGA-QR-A6H5-01A	TCGA-RW-A67X-01A	TCGA-WB-A814-01A	TCGA-QR-A6ZZ-01A	TCGA-SP-A6QG-01A	TCGA-QR-A6GZ-01A	TCGA-P7-A5NX-01A	TCGA-W2-A7HE-01A	TCGA-QR-A70T-01A	TCGA-RT-A6YC-01A	TCGA-W2-A7H5-01B	TCGA-RW-A67V-01A	TCGA-PR-A5PH-01A	TCGA-WB-A81P-01A	TCGA-SP-A6QD-01A	TCGA-WB-A819-01A	TCGA-RW-A68A-01A	TCGA-RW-A689-01A	TCGA-TT-A6YK-01A	TCGA-W2-A7HA-01B
cg10932815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10945028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10959344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10998505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11047457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11089276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11122456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11131508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11135347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11136406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11137761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11163362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11165316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11166888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11205224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11212329	0.287294971650044	0.626724303173345	0.539307707151428	0.481457947657245	0.173047569325659	0.5689607388003	0.423395078401797	0.43646434739986	0.529072727576353	0.952179993001779	0.199543830905416	0.502483230043921	0.880499434054106	0.727626806586742	0.657234898569883	0.175445701222283	0.604057008210106	0.491509748568978	0.619485248913531	0.521414926424572	0.538336259246424	0.341002510374237	0.177389713649132	0.501063689890463	0.537797322819391	0.7281661622368	0.159493567575115	0.576598795159174	0.762741662762947	0.728588781354724	0.324816720721661	0.437782865858688	0.345357968109652	0.488116351939115	0.214263408759561	0.590234166789684	0.67793949083775	0.523024833849322	0.422203477344657	0.77846795959005	0.819930480076386	0.506649139986623	0.285314015202454	0.697383151258558	0.581757161996796	0.17250258250807	0.262518157658037	0.30077295056193	0.522726852539279	0.508447883363937	0.834600374321305	0.215258636503737	0.583693527392357	0.46766431423195	0.624297744923936	0.289766931558757	0.725644015946606	0.483997777905608	0.535092055867301	0.642489923914981	0.271839044690931	0.749106653877656	0.203768207663097	0.139839432007179	0.234922028525861	0.264649056075144	0.887875989944909	0.247722147982347	0.834148116141815	0.323039937222515	0.253698648016664	0.51702186994113	0.896670484839653	0.740563487192819	0.605766830099704	0.606019859683905	0.193178304859392	0.765965110156227	0.62638823201018	0.420780496558967	0.622472434589455	0.647580022086065	0.130517143919451	0.251748074565049	0.330911471096462	0.367181855204964	0.497587744309385	0.332743108568288	0.806637751456235	0.747506971537062	0.307881810291068	0.213899173345011	0.706013763502299	0.33112343712721	0.402800272356376	0.444083659622955	0.6802486790543	0.605985527072231	0.432521468775555	0.515822623735606	0.890365567068223	0.235093685446393	0.713543707293813	0.794619521481253	0.647767338550233	0.798687808952283	0.326518623683079	0.237209527511197	0.260988116614447	0.265343395224629	0.320273270251621	0.213840959774554	0.599279765858679	0.539544542830485	0.735159567605221	0.826063514174485	0.815012648308439	0.51431460028845	0.170525897281795	0.262707384973972	0.23257821863794	0.485446766970951	0.523035522084378	0.454041209718807	0.504443914297265	0.24577603632781	0.833491477726022	0.0767668303672133	0.199612515855314	0.173830594713221	0.364030874978595	0.546646639799545	0.886919225760145	0.423668832364146	0.19543748515249	0.22741348732294	0.150367430512134	0.674871866571183	0.780299856461236	0.850286799065604	0.245015595077192	0.163607146401124	0.762625815958634	0.793732551307125	0.558134442749369	0.59659372818711	0.503326767524013	0.565981978482403	0.681887348743351	0.508937655633026	0.462076074917871	0.199301765347248	0.367197533994679	0.56595825332979	0.180318345597425	0.506779022643079	0.790736896075739	0.591146260529774	0.346548736871944	0.257173941532184	0.538573581958141	0.551868436893921	0.590137582721481	0.657262731669637	0.574280028160862	0.641105000403516	0.557708056092447	0.700721874805886	0.843944269363582	0.579902789144985	0.802233940446026	0.365270651484417	0.598033910337757	0.49119191031485	0.156164717627662	0.0998942649433269	0.855546220983687	0.582954019923418	0.573914554635802	0.298791152210523	0.449204512060074	0.734145259358998	0.272675216869939	0.523369007129438
cg11231740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11239335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
