A_CpG_ID	TCGA-AB-2806-03A	TCGA-AB-2830-03A	TCGA-AB-2822-03A	TCGA-AB-2846-03A	TCGA-AB-2820-03A	TCGA-AB-2810-03A	TCGA-AB-2854-03A	TCGA-AB-2813-03A	TCGA-AB-2923-03A	TCGA-AB-3005-03A	TCGA-AB-2805-03A	TCGA-AB-2868-03A	TCGA-AB-2933-03A	TCGA-AB-2948-03A	TCGA-AB-2963-03A	TCGA-AB-2896-03A	TCGA-AB-2824-03A	TCGA-AB-2823-03A	TCGA-AB-2908-03A	TCGA-AB-2814-03A	TCGA-AB-2937-03A	TCGA-AB-2858-03A	TCGA-AB-2828-03A	TCGA-AB-3000-03A	TCGA-AB-2815-03A	TCGA-AB-2904-03A	TCGA-AB-3002-03A	TCGA-AB-2916-03A	TCGA-AB-2956-03A	TCGA-AB-2976-03A	TCGA-AB-2995-03A	TCGA-AB-2834-03A	TCGA-AB-2851-03A	TCGA-AB-2987-03A	TCGA-AB-2809-03A	TCGA-AB-2907-03A	TCGA-AB-2857-03A	TCGA-AB-2860-03A	TCGA-AB-2829-03A	TCGA-AB-2856-03A	TCGA-AB-2906-03A	TCGA-AB-2914-03A	TCGA-AB-2816-03A	TCGA-AB-2866-03A	TCGA-AB-2812-03A	TCGA-AB-2972-03A	TCGA-AB-2988-03A	TCGA-AB-2826-03A	TCGA-AB-2870-03A	TCGA-AB-2974-03A	TCGA-AB-2867-03A	TCGA-AB-2967-03A	TCGA-AB-2849-03A	TCGA-AB-2840-03A	TCGA-AB-2931-03A	TCGA-AB-2932-03A	TCGA-AB-2955-03A	TCGA-AB-2879-03A	TCGA-AB-2922-03A	TCGA-AB-2950-03A	TCGA-AB-2818-03A	TCGA-AB-2897-03A	TCGA-AB-2833-03A	TCGA-AB-2915-03A	TCGA-AB-2855-03A	TCGA-AB-2939-03A	TCGA-AB-2853-03A	TCGA-AB-2893-03A	TCGA-AB-2883-03A	TCGA-AB-2945-03A	TCGA-AB-2881-03A	TCGA-AB-2848-03A	TCGA-AB-2982-03A	TCGA-AB-2991-03A	TCGA-AB-2998-03A	TCGA-AB-2943-03A	TCGA-AB-2899-03A	TCGA-AB-2869-03A	TCGA-AB-2882-03A	TCGA-AB-2992-03A	TCGA-AB-2884-03A	TCGA-AB-2835-03A	TCGA-AB-2989-03A	TCGA-AB-2886-03A	TCGA-AB-2954-03A	TCGA-AB-2804-03A	TCGA-AB-2841-03A	TCGA-AB-2821-03A	TCGA-AB-2920-03A	TCGA-AB-2929-03A	TCGA-AB-2817-03A	TCGA-AB-2969-03A	TCGA-AB-3007-03A	TCGA-AB-2880-03A	TCGA-AB-2910-03A	TCGA-AB-2921-03A	TCGA-AB-2957-03A	TCGA-AB-2832-03A	TCGA-AB-2965-03A	TCGA-AB-2927-03A	TCGA-AB-2803-03A	TCGA-AB-3009-03A	TCGA-AB-2900-03A	TCGA-AB-2981-03A	TCGA-AB-3006-03A	TCGA-AB-2911-03A	TCGA-AB-2839-03A	TCGA-AB-2807-03A	TCGA-AB-2877-03A	TCGA-AB-2861-03A	TCGA-AB-2984-03A	TCGA-AB-2827-03A	TCGA-AB-2980-03A	TCGA-AB-2993-03A	TCGA-AB-2889-03A	TCGA-AB-2996-03A	TCGA-AB-2964-03A	TCGA-AB-2888-03A	TCGA-AB-2894-03A	TCGA-AB-2890-03A	TCGA-AB-2844-03A	TCGA-AB-2891-03A	TCGA-AB-2959-03A	TCGA-AB-2999-03A	TCGA-AB-2930-03A	TCGA-AB-3011-03A	TCGA-AB-2872-03A	TCGA-AB-2874-03A	TCGA-AB-3012-03A	TCGA-AB-2997-03A	TCGA-AB-2878-03A	TCGA-AB-2934-03A	TCGA-AB-2944-03A	TCGA-AB-2970-03A	TCGA-AB-2942-03A	TCGA-AB-2895-03A	TCGA-AB-2926-03A	TCGA-AB-2863-03A	TCGA-AB-2952-03A	TCGA-AB-2936-03A	TCGA-AB-2946-03A	TCGA-AB-2871-03A	TCGA-AB-2949-03A	TCGA-AB-2966-03A	TCGA-AB-2876-03A	TCGA-AB-3008-03A	TCGA-AB-2979-03A	TCGA-AB-2875-03A	TCGA-AB-2887-03A	TCGA-AB-2819-03A	TCGA-AB-2977-03A	TCGA-AB-3001-03A	TCGA-AB-2802-03A	TCGA-AB-2912-03A	TCGA-AB-2898-03A	TCGA-AB-2843-03A	TCGA-AB-2901-03A	TCGA-AB-2918-03A	TCGA-AB-2903-03A	TCGA-AB-2838-03A	TCGA-AB-2845-03A	TCGA-AB-2842-03A	TCGA-AB-2938-03A	TCGA-AB-2862-03A	TCGA-AB-2825-03A	TCGA-AB-2941-03A	TCGA-AB-2919-03A	TCGA-AB-2983-03A	TCGA-AB-2917-03A	TCGA-AB-2808-03A	TCGA-AB-2940-03A	TCGA-AB-2985-03A	TCGA-AB-2990-03A	TCGA-AB-2925-03A	TCGA-AB-2831-03A	TCGA-AB-2968-03A	TCGA-AB-2973-03A	TCGA-AB-2885-03A	TCGA-AB-2913-03A	TCGA-AB-2935-03A	TCGA-AB-2975-03A	TCGA-AB-2811-03A	TCGA-AB-2928-03A	TCGA-AB-2873-03A	TCGA-AB-2837-03A	TCGA-AB-2978-03A	TCGA-AB-2909-03A	TCGA-AB-2947-03A	TCGA-AB-2892-03A	TCGA-AB-2924-03A	TCGA-AB-2971-03A	TCGA-AB-2986-03A	TCGA-AB-2847-03A	TCGA-AB-2836-03A
cg13714241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13715827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13716167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13717555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13754621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13759931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13781938	0.982678019113683	0.98450035380366	0.983544353864863	0.984361130959865	0.979645366877287	0.985440390619901	0.976937425790212	0.982007164879494	0.984183698422032	0.983628933774376	0.981820397521032	0.980579997517743	0.97992539934773	0.981279761883744	0.986077729574355	0.9888627457892	0.979384108822425	0.983741406171255	0.976079235208845	0.981094227067142	0.984102978668157	0.984005380746597	0.982737759120741	0.98366038165888	0.986459260637649	0.985245300150004	0.981394546833621	0.981494860906668	0.983318939297291	0.98228711732177	0.969239921425241	0.9809654406127	0.984483793262045	0.949585782266234	0.986318259004167	0.985097540629639	0.960885040638826	0.981117862404588	0.916930231802708	0.98344557237015	0.984388452496662	0.984371706863401	0.985906662272367	0.98413549995258	0.979141800683215	0.979424490876559	0.984382099509241	0.969876586764136	0.987439949307892	0.985003128169605	0.985230276343881	0.981476304204355	0.98060383246295	0.980525724325931	0.984777696766338	0.979710032816439	0.980794783071927	0.985333783398133	0.982363209523708	0.981530632163101	0.986066789958726	0.987602391545544	0.98407578110417	0.976386092631793	0.984042849766371	0.984594394231875	0.985722603505046	0.983910125858484	0.985957892654587	0.988031079516869	0.985806594031486	0.982507281383238	0.975081723071231	0.983732513250004	0.983681550819668	0.979293198170817	0.981758995043717	0.982546644970094	0.975361306621257	0.968969402852957	0.983756613345221	0.974382094986226	0.973556326916384	0.983396133054275	0.978774956545865	0.982408655012507	0.984331546476836	0.977082559039033	0.983580068189476	0.986559275051491	0.980258410071503	0.984875467152815	0.983898013188972	0.98668308054065	0.985763592246457	0.982036323026179	0.981925991097136	0.983053984298225	0.98396792196643	0.968398413685438	0.986138976760297	0.984385393449478	0.976360820223844	0.981810013046469	0.982075785589484	0.98046133304446	0.983571084842312	0.982278391099138	0.987687227967771	0.986870055262012	0.982577281248174	0.909922151108624	0.974846387087854	0.98574115097338	0.981672246477376	0.976771145964079	0.970388252740028	0.98798685955224	0.977875972987225	0.98560909458879	0.984611021825507	0.982072821820429	0.976233025628394	0.981263591625462	0.981755661434222	0.985787741763871	0.981195918122073	0.981553599693198	0.985775942647047	0.983354099267322	0.949835261560744	0.978078921894375	0.979707078014321	0.983640042541491	0.982128777487919	0.98487213701422	0.98344894432121	0.979112290825703	0.975422802546902	0.973805154712202	0.978834093107266	0.985698333667184	0.987127174019802	0.981323561976503	0.986485304661889	0.977550621186777	0.982278912846348	0.985824775563947	0.983341839770538	0.985859973252999	0.974629352093811	0.968631725705491	0.984634091917681	0.985304395303478	0.981175935827472	0.983171472188429	0.980032692431383	0.979297941778193	0.983326670797895	0.982704928398591	0.972280935403078	0.985844739180982	0.981228185944546	0.983650737542502	0.985079078645033	0.870781328316325	0.984255340406693	0.97727679886129	0.973949683235058	0.97722838103352	0.983706724021598	0.984486805121077	0.980082458998181	0.979338626747205	0.980968941489494	0.986107882482764	0.97925677017324	0.982560613881601	0.985474588430233	0.968044815445249	0.976511286522132	0.980706129451907	0.982997983814182	0.978766135525346	0.985517298458347	0.983515194561379	0.983187765229059	0.980100679998046	0.986584348869765	0.974024484347594	0.988914801894856	0.982212945680479	0.983461129317193	0.985731782259698
cg13848981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13873902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13876071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13877944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13882046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13947513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13979194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13980410	0.882965446663603	0.747398907447677	0.909194351259694	0.85984593112419	0.933973885631157	0.918285069617975	0.765835512532294	0.816709714915869	0.805555909374505	0.82702636029418	0.924932177953863	0.72406553716274	0.764200736594155	0.732631739757116	0.80135408917254	0.691133749738221	0.661848986479788	0.786304449464616	0.868426102243576	0.915911263396483	0.891266587553027	0.769866079360227	0.527905609610315	0.919390168388979	0.855423202074552	0.844780230688792	0.90714401126336	0.698124049261241	0.559907797014937	0.739720027969699	0.715563279560531	0.791640493236162	0.816150011387684	0.600292900009841	0.486471895632633	0.759703129490896	0.67725417709094	0.742709637350674	0.63612419406528	0.818025726934035	0.831382479021676	0.849860352710659	0.901675559914382	0.817778770932677	0.816871504204641	0.788145507852818	0.686515928502188	0.817142892388176	0.832124673130638	0.692922283240492	0.82576082330048	0.643678316637027	0.827616884678207	0.737433380728635	0.7097965137082	0.803215594564733	0.899908851839908	0.890531300718659	0.917435342941867	0.720025927806457	0.74938402382448	0.864413881741193	0.520487767558481	0.739560292339696	0.894012099154611	0.925073349556554	0.585875574501588	0.625860005483368	0.758481547944218	0.583751119611527	0.864287422238359	0.830845951222497	0.811406789211144	0.625215632675159	0.562742543966438	0.794640632022793	0.874240684140009	0.834894817531746	0.752005260543841	0.826178246321847	0.891474905495095	0.727682380140272	0.617711246857073	0.934412704162927	0.546154834928954	0.655115359271932	0.809331685329593	0.835829983051413	0.844068389659418	0.831809307167265	0.847572822855633	0.81144037541709	0.616805144111987	0.875710977681865	0.832647758685342	0.899310628694162	0.89620470771867	0.884411860687124	0.732051764449446	0.857535219457778	0.571968525496126	0.889024944767935	0.904275463930524	0.707107288408814	0.822236410900325	0.817398638280071	0.824212770406641	0.882017034983855	0.879668217250416	0.307644336087334	0.930637803997818	0.531319663376539	0.632223780480149	0.839593539274843	0.860199801920299	0.78440279203674	0.819979164396019	0.511860668561595	0.725555297473817	0.718452504799742	0.867856973485616	0.870509413823681	0.805140799837979	0.782487699396508	0.832986155705553	0.773168219169897	0.711194337914138	0.877107809741904	0.760544799581319	0.825237640852254	0.704483317610523	0.900764816144357	0.901070934129312	0.852941429893546	0.803674830625637	0.690532935849888	0.880007042596976	0.893375646007201	0.822463441755759	0.812787250276378	0.796609932592953	0.700400965862017	0.867891691122014	0.901555555969034	0.575239408790267	0.841704547134953	0.751163726906355	0.84852938678974	0.906876695371407	0.854680288723498	0.896825221501609	0.738078034185816	0.887931866044895	0.810307858514231	0.859100879887493	0.693969785506231	0.872808475102743	0.83334789676233	0.950963928876773	0.790177251348498	0.800179796664323	0.825571832912213	0.742484875582149	0.832801163455314	0.705942138073955	0.65223953273885	0.93707291296954	0.874606571480308	0.743096503975074	0.736204579969514	0.707744815018764	0.757095925862447	0.883073661098516	0.61118554889746	0.547972255829943	0.804385283621745	0.778173662749868	0.912694596555787	0.866136782646178	0.719386117061495	0.910987048843474	0.765934737233254	0.917643538938291	0.785984112577327	0.853947342722918	0.844135339750541	0.925999766020708	0.74088949375062	0.855187961417331	0.747100006984347	0.855070046837019	0.750580618870272	0.748935236003088	0.7914994708133
