A_CpG_ID	TCGA-3B-A9HO-01A	TCGA-PC-A5DM-01A	TCGA-HB-A43Z-01A	TCGA-DX-A6BK-01A	TCGA-IF-A4AK-01A	TCGA-FX-A3NK-01A	TCGA-K1-A3PO-01A	TCGA-DX-AB35-01A	TCGA-PC-A5DP-01A	TCGA-QQ-A8VG-01A	TCGA-DX-A8BO-01A	TCGA-DX-A6BE-01A	TCGA-X2-A95T-01A	TCGA-DX-AB2Q-01A	TCGA-3B-A9HS-01A	TCGA-WK-A8XY-01A	TCGA-KD-A5QU-01A	TCGA-DX-AB2P-01A	TCGA-QQ-A8VB-01A	TCGA-WP-A9GB-01A	TCGA-IS-A3K8-01A	TCGA-SI-A71P-01A	TCGA-K1-A6RU-01A	TCGA-3B-A9HZ-01A	TCGA-X6-A8C5-01A	TCGA-DX-A6BH-01A	TCGA-3B-A9HI-01A	TCGA-DX-A3LS-01A	TCGA-DX-A240-01A	TCGA-DX-A8BX-01A	TCGA-DX-A6BB-01A	TCGA-3B-A9HV-01A	TCGA-LI-A67I-01A	TCGA-DX-A8BU-01A	TCGA-VT-AB3D-01A	TCGA-MB-A5Y8-01A	TCGA-VT-A80J-01A	TCGA-DX-A8BH-01A	TCGA-DX-A3UF-01A	TCGA-DX-A6YZ-01A	TCGA-X6-A8C6-01A	TCGA-DX-A3UD-01A	TCGA-K1-A6RV-01A	TCGA-MB-A8JK-01A	TCGA-DX-A8BP-01A	TCGA-DX-A23U-01A	TCGA-UE-A6QT-01A	TCGA-VT-A80G-01A	TCGA-N1-A6IA-01A	TCGA-MB-A8JL-01A	TCGA-DX-A1L3-01A	TCGA-DX-A6BG-01A	TCGA-3B-A9HU-01A	TCGA-DX-A7ES-01A	TCGA-K1-A42X-02A	TCGA-SI-A71O-06A	TCGA-K1-A42X-01A	TCGA-X9-A971-01A	TCGA-DX-AB2S-01A	TCGA-PC-A5DO-01A	TCGA-3B-A9I3-01A	TCGA-X6-A8C4-01A	TCGA-HB-A5W3-01A	TCGA-3B-A9HR-01A	TCGA-SI-A71Q-01A	TCGA-DX-A3M1-01A	TCGA-DX-A6Z0-01A	TCGA-DX-A48P-01A	TCGA-DX-A48L-01A	TCGA-PC-A5DN-01A	TCGA-3R-A8YX-01A	TCGA-QQ-A5VD-01A	TCGA-DX-A1KU-01A	TCGA-DX-A6YX-01A	TCGA-DX-A8BT-01A	TCGA-DX-AB2O-01A	TCGA-DX-A6BF-01A	TCGA-DX-A7EL-01A	TCGA-3B-A9HP-01A	TCGA-QC-AA9N-01A	TCGA-DX-A1KY-01A	TCGA-DX-A23R-01A	TCGA-JV-A5VF-01A	TCGA-DX-A3UA-01A	TCGA-IW-A3M5-01A	TCGA-RN-A68Q-01A	TCGA-DX-A7EU-01A	TCGA-WK-A8XS-01A	TCGA-MB-A5Y9-01A	TCGA-SG-A849-01A	TCGA-DX-A3U7-01A	TCGA-IS-A3K6-01A	TCGA-WK-A8XZ-01A	TCGA-3B-A9HJ-01A	TCGA-QQ-A5VC-01A	TCGA-WK-A8XX-01A	TCGA-DX-A3UE-01A	TCGA-DX-AB2V-01A	TCGA-DX-A8BV-01A	TCGA-MO-A47P-01A	TCGA-IW-A3M6-01A	TCGA-IW-A3M4-01A	TCGA-MJ-A68J-01A	TCGA-DX-A6YU-01A	TCGA-FX-A48G-01A	TCGA-FX-A3TO-01A	TCGA-MJ-A850-01A	TCGA-DX-A6Z2-01A	TCGA-UE-A6QU-01A	TCGA-IS-A3KA-01A	TCGA-K1-A6RT-01A	TCGA-DX-A48K-01A	TCGA-QC-A7B5-01A	TCGA-DX-A3LW-01A	TCGA-DX-AB2W-01A	TCGA-DX-A1KZ-01A	TCGA-DX-A2J0-01A	TCGA-MB-A5YA-01A	TCGA-DX-A8BS-01A	TCGA-DX-A23Y-01A	TCGA-FX-A8OO-01A	TCGA-DX-AB2G-01A	TCGA-DX-A8BG-01A	TCGA-X6-A8C3-01A	TCGA-DX-A3LY-01B	TCGA-WK-A8XT-01A	TCGA-DX-A7ET-01A	TCGA-DX-A7EN-01A	TCGA-DX-A8BN-01A	TCGA-QQ-A8VF-01A	TCGA-DX-AATS-01A	TCGA-SI-AA8B-01A	TCGA-IF-A4AJ-01A	TCGA-IE-A4EJ-01A	TCGA-Z4-AAPG-01A	TCGA-IE-A4EK-01A	TCGA-DX-A6YQ-01A	TCGA-DX-A2IZ-01A	TCGA-DX-A3U6-01A	TCGA-HS-A5N8-01A	TCGA-DX-A7EO-01A	TCGA-DX-A1L2-01A	TCGA-DX-A48J-01A	TCGA-QQ-A8VD-01A	TCGA-DX-A1KX-01A	TCGA-MO-A47R-01A	TCGA-DX-A1L4-01A	TCGA-FX-A3NJ-01A	TCGA-X6-A7WB-01A	TCGA-K1-A42W-01A	TCGA-SI-A71O-01A	TCGA-3B-A9HL-01A	TCGA-QQ-A5V2-01A	TCGA-DX-A3U8-01A	TCGA-RN-AAAQ-01A	TCGA-X6-A7WD-01A	TCGA-DX-AB2E-01A	TCGA-DX-A6YT-01A	TCGA-KD-A5QS-01A	TCGA-IF-A3RQ-01A	TCGA-FX-A2QS-01A	TCGA-DX-AB2L-01A	TCGA-3B-A9HX-01A	TCGA-HS-A5NA-01A	TCGA-DX-A1KW-01A	TCGA-DX-AB2T-01A	TCGA-DX-AB2J-01A	TCGA-KF-A41W-01A	TCGA-DX-A6B7-01A	TCGA-DX-A7EQ-01A	TCGA-IE-A4EH-01A	TCGA-HS-A5N9-01A	TCGA-QQ-A5VB-01A	TCGA-DX-A6YR-01A	TCGA-HB-A3YV-01A	TCGA-DX-A3U9-01A	TCGA-DX-AB37-01A	TCGA-X6-A7WC-01A	TCGA-SG-A6Z4-01A	TCGA-DX-A23V-01A	TCGA-DX-A2J1-01A	TCGA-SG-A6Z7-01A	TCGA-HS-A5N7-01A	TCGA-3B-A9HY-01A	TCGA-IE-A3OV-01A	TCGA-DX-A7EI-01A	TCGA-DX-A23Z-01A	TCGA-FX-A76Y-01A	TCGA-DX-A6BA-01A	TCGA-3B-A9HT-01A	TCGA-QQ-A8VH-01A	TCGA-DX-A8BZ-01A	TCGA-PT-A8TR-01A	TCGA-HB-A3L4-01A	TCGA-DX-AB2H-01A	TCGA-DX-A3UC-01A	TCGA-DX-A1L0-01A	TCGA-FX-A3RE-01A	TCGA-X6-A7WA-01A	TCGA-DX-A48V-01A	TCGA-IE-A6BZ-01A	TCGA-DX-A8BK-01A	TCGA-3B-A9HQ-01A	TCGA-X6-A8C2-01A	TCGA-DX-A8BM-01A	TCGA-DX-AB3C-01A	TCGA-DX-AB2Z-01A	TCGA-DX-A48N-01A	TCGA-DX-A8BJ-01A	TCGA-DX-AB2X-01A	TCGA-PC-A5DL-01A	TCGA-QQ-A5V9-01A	TCGA-DX-A7ER-01A	TCGA-X6-A8C7-01A	TCGA-3B-A9I1-01A	TCGA-DX-A7EM-01A	TCGA-3B-A9I0-01A	TCGA-WK-A8Y0-01A	TCGA-JV-A75J-01A	TCGA-IE-A4EI-01A	TCGA-KD-A5QT-01A	TCGA-DX-A8BQ-01A	TCGA-X6-A7W8-01A	TCGA-PC-A5DK-01A	TCGA-Z4-A8JB-01A	TCGA-DX-AB3A-01A	TCGA-DX-A6B9-01A	TCGA-DX-A3LU-01A	TCGA-DX-A48U-01A	TCGA-IS-A3K7-01A	TCGA-VT-A80J-02A	TCGA-DX-A8BR-01A	TCGA-DX-A1L1-01A	TCGA-DX-AB36-01A	TCGA-Z4-A9VC-01A	TCGA-DX-A6YV-01A	TCGA-HB-A2OT-01A	TCGA-QQ-A5VA-01A	TCGA-DX-A3UB-01A	TCGA-WK-A8XQ-01A	TCGA-MJ-A68H-01A	TCGA-DX-AB30-01A	TCGA-DX-A3U5-01A	TCGA-DX-A7EF-01A	TCGA-X9-A973-01A	TCGA-LI-A9QH-01A	TCGA-DX-A3M2-01A	TCGA-DX-AB3B-01A	TCGA-DX-A6B8-01A	TCGA-QC-A6FX-01A	TCGA-DX-AB2F-01A	TCGA-SI-AA8C-01A	TCGA-DX-A48R-01A	TCGA-DX-AB32-01A	TCGA-DX-A6YS-01A	TCGA-Z4-AAPF-01A	TCGA-JV-A5VE-01A	TCGA-DX-A3LT-01A	TCGA-DX-A8BL-01A	TCGA-WK-A8XO-01A	TCGA-DX-A48O-01A	TCGA-K1-A3PN-02A	TCGA-K1-A3PN-01A	TCGA-DX-A23T-01A	TCGA-DX-A2J4-01A
cg16683981	NA	0.870903383167845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.876328886901885	NA	NA	NA	NA	0.837738582751154	NA	NA	NA	NA	0.845006245101088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.903729490488074	NA	NA	NA	0.83774961586808	NA	NA	0.87340319030799	NA	NA	0.869684282384897	NA	NA	NA	NA	NA	0.834083392894018	0.885163324596073	NA	NA	0.847468650481372	0.873285313574969	NA	0.855370296869532	NA	NA	NA	NA	NA	NA	0.916491727747076	NA	NA	NA	NA	NA	0.930634212642057	0.909985536415027	NA	0.859550049777901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.795308651615706	NA	NA	NA	NA	0.839961376969993	0.859086742296682	NA	NA	0.846794887718412	NA	NA	NA	NA	NA	0.87181345648595	NA	NA	NA	0.792796387416978	NA	NA	0.825445944463204	NA	NA	NA	0.876779498997482	NA	0.817314628651008	NA	NA	NA	NA	NA	NA	NA	NA	0.875749900642142	NA	NA	NA	NA	NA	0.890215583197371	0.917013643840747	NA	NA	0.875491823121883	0.853241992270689	0.89756343959362	NA	NA	0.877206537462225	NA	0.849372629977004	NA	0.868000494969193	0.826359600339306	NA	NA	NA	NA	NA	NA	0.910579825720936	0.867441214403437	0.851651362107403	NA	NA	NA	NA	0.876183475883597	NA	0.870810661605227	NA	NA	NA	NA	NA	NA	NA	0.861494625429357	0.854368660125207	0.883269904736028	NA	NA	NA	NA	NA	NA	NA	0.888346568477098	NA	0.851780000215799	NA	NA	NA	NA	NA	NA	NA	NA	0.823324104388309	0.821228064410812	NA	NA	NA	NA	NA	NA	0.849067290295276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.900016059290681	0.869085761807856	NA	NA	NA	NA	NA	NA	NA	NA	0.875108274907416	NA	NA	NA	NA	NA	NA	0.835122611750418	NA	NA	NA	0.867299495718711	NA	NA	NA	NA	NA	NA	0.870142129328873	0.821401495584021	NA	NA	NA	NA	0.860165017314967	NA	NA	NA	NA	NA	NA	NA	NA
cg16710828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16712481	0.916292494139141	0.585122059638274	0.944396640655583	0.729606862982686	0.949188083013169	0.944960472919031	0.960525525877839	0.9336609260309	0.961989895614836	0.894190518054385	0.937996211205597	0.937474869292526	0.940632793479736	0.5726174815129	0.950556440286626	NA	0.971782855603264	0.94953553501493	0.940670918326715	0.892000816407421	0.957349362011736	0.945742477371086	0.950979557841463	0.925211495418764	0.944774457058295	0.944581156018766	0.592567911940669	0.962410172564371	0.939901956130013	0.443000278809471	0.923310362134209	0.839864062124343	0.792919134868504	0.801193949811227	0.771907746765818	0.600332246549873	0.774299596569016	0.662288831157451	0.957168701397987	0.580324551572079	0.848185149794105	0.467837197567693	0.448506026730651	0.941345166131598	0.928143515448915	0.899819736372762	0.934359094276031	0.676941549823296	0.910639085476353	0.711976033727013	0.864463659522293	0.862549463580427	0.939524142641904	0.934519166218124	0.957650844738061	0.680444214350257	0.950863389852371	0.946424146634512	0.920799879062157	0.938169379283697	0.952068103448551	NA	0.968199810528918	0.953675972691632	0.850781592512426	0.95387524422777	0.647997804590297	0.954832549289862	0.9276266205161	0.858707266362236	0.854873509114012	0.909874020501219	0.968205253489584	0.870962358664451	0.930594010460958	0.954448509812957	0.794873084531207	0.941697017297913	0.957010172413812	0.941925418530146	NA	0.411606036981835	0.833754747411174	0.524347134998025	0.439588261564537	0.944382795726885	0.809556491329014	0.928098846721362	0.864704709755837	0.726168057380374	0.952293536197012	0.96267257567767	0.942358173453376	0.913539136349763	0.359517139967555	0.954001823794958	0.960301373545711	0.9611802169976	0.943837311342711	0.957586561575671	0.930322664508387	0.965080057189391	0.95076157452637	0.886184779818306	0.86760351145559	0.357973400962398	0.961277718276616	0.963141018122757	0.708149767789669	0.562948019242694	0.958495131536836	0.881656103503082	0.546974740815859	0.946844213812421	0.700022844090681	0.939148475252581	0.923198674254576	0.905166593100713	0.692970367829083	0.949985020053459	0.967441024105503	0.957428402961726	0.887108349058246	0.526058277961481	0.920764786570246	0.952841018355642	0.622672610596909	0.956026314456821	0.948245836349518	0.913479366232722	0.245253752670721	0.63825999801119	0.944999123366964	0.937324710911017	0.427110130658211	0.949643173299493	0.910698785873668	0.968444030210238	0.952093267958419	0.27145332165904	0.946297699020337	0.876280744191682	0.954820989846482	0.853419743516408	0.957973661451461	0.165057139327875	0.879984504450179	0.970338502724739	0.944666510891344	0.957443310491901	0.706561041345387	0.937377245038671	0.610079391931651	0.91625214703265	0.934860610599979	0.943364380522174	0.688043667876314	0.945774797723078	0.86883411469663	0.946981833880822	0.796559440261736	0.90128757040737	0.633536383675971	0.952674333287596	0.952911841584957	0.949163941428356	0.929657258376068	0.620162235385254	0.933532046576291	0.902959619040684	0.926176421327877	0.864422749541747	0.869367792526119	0.950462706990223	0.94419842183692	0.931461027440061	0.873164122100503	0.356031079201821	0.418233075806225	0.945106671664556	0.937945869084531	0.424690808798908	0.940913634006697	0.953358473359634	0.929888555404618	0.944803064048273	0.9467320984723	0.939538012587132	0.944584699354858	0.946573390090534	0.776165079655236	0.549992790798617	0.943921484404386	0.899973423494708	0.630918180426561	0.947910891304105	0.941307257789523	0.740290759491296	0.937270218104946	0.940292077375879	0.949832100138261	0.690353061064957	0.956914087857294	0.589422770781104	0.9499413072749	0.835968714901159	0.766471797108105	0.956940994965558	0.905375621825003	0.592501332950317	0.939545438327443	0.936418391640469	0.954278610150176	0.962772936924313	0.948582918079306	0.954681123057088	0.949931409316504	0.505043274783243	0.934775167967033	0.951744365939246	0.94519713241158	0.923002862789369	0.47269532223994	0.953203833164395	0.882204928065765	0.935570668019616	0.952269849752895	0.946480003704823	0.955049617072379	0.777867906618769	0.475342917312517	0.937958731434014	0.952469584238089	0.624349899328469	0.920573994990242	0.926542044601707	0.846481723992871	0.871020247772902	0.941701843392454	0.924290078581256	0.949526486969457	0.925969781628514	0.957734448547672	0.641248791002065	0.850812628344551	0.65168015310733	0.840531532196375	0.315435995013903	0.306633670231079	0.623539780743532	0.920836812012183	0.906124058212879	0.930354218890073	0.678125045858649	0.962931342754264	0.948860894420587	0.965718515101939	0.476409525728228	0.385078824734087	0.897749459742672	0.937395795145366	0.95744025890739	0.957741845579049	0.905030991790355	0.92878333181346
cg16713069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16725552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16739054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16741463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16780032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16789902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16790676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
